NAMESPACE     LAST SEEN   TYPE      REASON                           OBJECT                             MESSAGE
kube-system   23m         Normal    LeaderElection                   lease/kube-scheduler               c3_86f8e97f-dcfa-42db-97e2-8f5c35c918c5 became leader
kube-system   23m         Normal    LeaderElection                   lease/kube-controller-manager      c1_5517f458-422a-4a74-a823-48ffdb013275 became leader
default       23m         Normal    RegisteredNode                   node/c3                            Node c3 event: Registered Node c3 in Controller
default       23m         Normal    RegisteredNode                   node/c2                            Node c2 event: Registered Node c2 in Controller
default       23m         Normal    RegisteredNode                   node/c1                            Node c1 event: Registered Node c1 in Controller
default       23m         Normal    RegisteredNode                   node/e2                            Node e2 event: Registered Node e2 in Controller
default       23m         Normal    RegisteredNode                   node/e1                            Node e1 event: Registered Node e1 in Controller
kube-system   22m         Warning   NodeNotReady                     pod/svclb-traefik-7ab09d61-8zxqj   Node is not ready
kube-system   22m         Normal    UpdatedLoadBalancer              service/traefik                    Updated LoadBalancer with new IPs: [10.10.10.133 10.10.10.134 10.10.10.135] -> [10.10.10.133 10.10.10.135]
kubeedge      22m         Warning   NodeNotReady                     pod/cloud-iptables-manager-mnh8d   Node is not ready
default       22m         Normal    NodeNotReady                     node/c2                            Node c2 status is now: NodeNotReady
kubeedge      22m         Warning   NodeNotReady                     pod/cloudcore-589789b9fc-vrgqq     Node is not ready
kubeedge      17m         Warning   FailedScheduling                 pod/cloudcore-589789b9fc-rtjcz     0/5 nodes are available: 1 node(s) had untolerated taint(s), 2 node(s) didn't have free ports for the requested pod ports, 2 node(s) didn't match Pod's node affinity/selector. no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
kubeedge      17m         Normal    SuccessfulCreate                 replicaset/cloudcore-589789b9fc    Created pod: cloudcore-589789b9fc-rtjcz
kubeedge      17m         Normal    TaintManagerEviction             pod/cloudcore-589789b9fc-vrgqq     Marking for deletion Pod kubeedge/cloudcore-589789b9fc-vrgqq
