NAMESPACE     LAST SEEN   TYPE      REASON                           OBJECT                                                      MESSAGE
kubeedge      39m         Warning   NodeNotReady                     pod/cloud-iptables-manager-mnh8d                            Node is not ready
kube-system   39m         Normal    UpdatedLoadBalancer              service/traefik                                             Updated LoadBalancer with new IPs: [10.10.10.133 10.10.10.134 10.10.10.135] -> [10.10.10.133 10.10.10.135]
kube-system   39m         Warning   NodeNotReady                     pod/svclb-traefik-7ab09d61-8zxqj                            Node is not ready
default       39m         Normal    NodeNotReady                     node/c2                                                     Node c2 status is now: NodeNotReady
kube-system   23m         Normal    UpdatedLoadBalancer              service/traefik                                             Updated LoadBalancer with new IPs: [10.10.10.133 10.10.10.135] -> [10.10.10.133 10.10.10.134 10.10.10.135]
kube-system   19m         Warning   NodeNotReady                     pod/svclb-traefik-7ab09d61-x5cmh                            Node is not ready
kube-system   19m         Normal    UpdatedLoadBalancer              service/traefik                                             Updated LoadBalancer with new IPs: [10.10.10.133 10.10.10.134 10.10.10.135] -> [10.10.10.133 10.10.10.134]
default       19m         Normal    NodeNotReady                     node/c3                                                     Node c3 status is now: NodeNotReady
kubeedge      19m         Warning   NodeNotReady                     pod/cloud-iptables-manager-l7lpb                            Node is not ready
kubeedge      58m         Normal    SuccessfulCreate                 replicaset/cloudcore-589789b9fc                             Created pod: cloudcore-589789b9fc-9hwkp
kubeedge      58m         Warning   FailedScheduling                 pod/cloudcore-589789b9fc-9hwkp                              0/5 nodes are available: 1 node(s) had untolerated taint(s), 2 node(s) didn't have free ports for the requested pod ports, 2 node(s) didn't match Pod's node affinity/selector. no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
kubeedge      58m         Normal    TaintManagerEviction             pod/cloudcore-589789b9fc-5c7b7                              Marking for deletion Pod kubeedge/cloudcore-589789b9fc-5c7b7
kubeedge      46m         Warning   FailedScheduling                 pod/cloudcore-589789b9fc-9hwkp                              0/5 nodes are available: 1 node(s) had untolerated taint(s), 2 node(s) didn't have free ports for the requested pod ports, 2 node(s) didn't match Pod's node affinity/selector. no new claims to deallocate, preemption: 0/5 nodes are available: 2 No preemption victims found for incoming pod, 3 Preemption is not helpful for scheduling.
default       46m         Normal    NodeHasSufficientMemory          node/c3                                                     Node c3 status is now: NodeHasSufficientMemory
default       46m         Normal    Starting                         node/c3                                                     Starting kubelet.
default       46m         Normal    NodeHasNoDiskPressure            node/c3                                                     Node c3 status is now: NodeHasNoDiskPressure
default       46m         Normal    CertificateExpirationOK          node/c3                                                     Node and Certificate Authority certificates managed by k3s are OK
default       46m         Normal    NodeReady                        node/c3                                                     Node c3 status is now: NodeReady
default       46m         Normal    NodeAllocatableEnforced          node/c3                                                     Updated Node Allocatable limit across pods
default       46m         Warning   Rebooted                         node/c3                                                     Node c3 has been rebooted, boot id: 099558c8-2889-4c52-a705-63958215d9e6
default       46m         Normal    Starting                         node/c3                                                     
default       46m         Normal    NodeHasSufficientPID             node/c3                                                     Node c3 status is now: NodeHasSufficientPID
kubeedge      46m         Warning   FailedMount                      pod/cloudcore-589789b9fc-5c7b7                              MountVolume.SetUp failed for volume "conf" : object "kubeedge"/"cloudcore" not registered
kubeedge      46m         Warning   FailedMount                      pod/cloudcore-589789b9fc-5c7b7                              MountVolume.SetUp failed for volume "certs" : object "kubeedge"/"cloudcore" not registered
kubeedge      46m         Warning   FailedScheduling                 pod/cloudcore-589789b9fc-9hwkp                              0/5 nodes are available: 2 node(s) didn't match Pod's node affinity/selector, 3 node(s) didn't have free ports for the requested pod ports. no new claims to deallocate, preemption: 0/5 nodes are available: 2 Preemption is not helpful for scheduling, 3 No preemption victims found for incoming pod.
kube-system   46m         Warning   FailedCreatePodSandBox           pod/svclb-traefik-7ab09d61-x5cmh                            Failed to create pod sandbox: rpc error: code = Unknown desc = failed to setup network for sandbox "ce905bc72aac60f6e0c72ba437189cdf2ae7380cc7ef54fa148605f2c7f894a8": plugin type="flannel" failed (add): failed to load flannel 'subnet.env' file: open /run/flannel/subnet.env: no such file or directory. Check the flannel pod log for this node.
kube-system   45m         Normal    SandboxChanged                   pod/svclb-traefik-7ab09d61-x5cmh                            Pod sandbox changed, it will be killed and re-created.
kubeedge      46m         Normal    Scheduled                        pod/cloudcore-589789b9fc-9hwkp                              Successfully assigned kubeedge/cloudcore-589789b9fc-9hwkp to c3
kubeedge      46m         Normal    SandboxChanged                   pod/cloud-iptables-manager-l7lpb                            Pod sandbox changed, it will be killed and re-created.
kubeedge      46m         Normal    Created                          pod/cloudcore-589789b9fc-9hwkp                              Container created
kube-system   46m         Normal    AppliedManifest                  addon/rolebindings                                          Applied manifest at "/var/lib/rancher/k3s/server/manifests/rolebindings.yaml"
kubeedge      46m         Normal    Pulled                           pod/cloud-iptables-manager-l7lpb                            Container image "kubeedge/iptables-manager:v1.21.0" already present on machine and can be accessed by the pod
kubeedge      46m         Normal    Created                          pod/cloud-iptables-manager-l7lpb                            Container created
kube-system   46m         Normal    ApplyingManifest                 addon/aggregated-metrics-reader                             Applying manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/aggregated-metrics-reader.yaml"
kube-system   46m         Normal    AppliedManifest                  addon/aggregated-metrics-reader                             Applied manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/aggregated-metrics-reader.yaml"
kube-system   46m         Normal    ApplyingManifest                 addon/rolebindings                                          Applying manifest at "/var/lib/rancher/k3s/server/manifests/rolebindings.yaml"
kube-system   46m         Normal    ApplyingManifest                 addon/traefik                                               Applying manifest at "/var/lib/rancher/k3s/server/manifests/traefik.yaml"
kube-system   46m         Normal    ApplyingManifest                 addon/runtimes                                              Applying manifest at "/var/lib/rancher/k3s/server/manifests/runtimes.yaml"
kube-system   46m         Normal    AppliedManifest                  addon/runtimes                                              Applied manifest at "/var/lib/rancher/k3s/server/manifests/runtimes.yaml"
kube-system   46m         Normal    ApplyingManifest                 addon/auth-delegator                                        Applying manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/auth-delegator.yaml"
kube-system   46m         Normal    AppliedManifest                  addon/auth-delegator                                        Applied manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/auth-delegator.yaml"
kube-system   46m         Normal    AppliedManifest                  addon/resource-reader                                       Applied manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/resource-reader.yaml"
kubeedge      46m         Normal    Started                          pod/cloud-iptables-manager-l7lpb                            Container started
kube-system   46m         Normal    ApplyingManifest                 addon/resource-reader                                       Applying manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/resource-reader.yaml"
kube-system   46m         Normal    AppliedManifest                  addon/metrics-server-service                                Applied manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/metrics-server-service.yaml"
kube-system   46m         Normal    ApplyingManifest                 addon/auth-reader                                           Applying manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/auth-reader.yaml"
kube-system   46m         Normal    AppliedManifest                  addon/auth-reader                                           Applied manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/auth-reader.yaml"
kube-system   46m         Normal    ApplyingManifest                 addon/metrics-server-service                                Applying manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/metrics-server-service.yaml"
kube-system   46m         Normal    AppliedManifest                  addon/metrics-server-deployment                             Applied manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/metrics-server-deployment.yaml"
kube-system   46m         Normal    ApplyingManifest                 addon/metrics-server-deployment                             Applying manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/metrics-server-deployment.yaml"
