timestamp,status_code,response_time_ms,success,error
2026-05-29T11:47:49.243965+00:00,200,1.8,True,
2026-05-29T11:47:50.246003+00:00,200,6.28,True,
2026-05-29T11:47:51.252608+00:00,200,2.4,True,
2026-05-29T11:47:52.255269+00:00,200,4.56,True,
2026-05-29T11:47:53.260055+00:00,200,3.62,True,
2026-05-29T11:47:54.263948+00:00,200,8.02,True,
2026-05-29T11:47:55.272461+00:00,200,4.82,True,
2026-05-29T11:47:56.277581+00:00,200,4.57,True,
2026-05-29T11:47:57.282623+00:00,200,7.2,True,
2026-05-29T11:47:58.290221+00:00,200,3.27,True,
2026-05-29T11:47:59.293892+00:00,200,10.68,True,
2026-05-29T11:48:00.305220+00:00,200,6.1,True,
2026-05-29T11:48:01.311649+00:00,200,2.84,True,
2026-05-29T11:48:02.314957+00:00,200,3.71,True,
2026-05-29T11:48:03.318905+00:00,200,3.01,True,
2026-05-29T11:48:04.322213+00:00,200,2.56,True,
2026-05-29T11:48:05.324971+00:00,200,3.54,True,
2026-05-29T11:48:06.328780+00:00,200,2.68,True,
2026-05-29T11:48:07.331748+00:00,200,7.3,True,
2026-05-29T11:48:08.339346+00:00,200,3.77,True,
2026-05-29T11:48:09.343567+00:00,200,2.88,True,
2026-05-29T11:48:10.346698+00:00,200,3.23,True,
2026-05-29T11:48:11.350227+00:00,200,3.06,True,
2026-05-29T11:48:12.353524+00:00,200,1.89,True,
2026-05-29T11:48:13.355897+00:00,200,4.39,True,
2026-05-29T11:48:14.360752+00:00,200,4.21,True,
2026-05-29T11:48:15.365347+00:00,200,6.29,True,
2026-05-29T11:48:16.372068+00:00,200,7.16,True,
2026-05-29T11:48:17.379439+00:00,200,1.86,True,
2026-05-29T11:48:18.381775+00:00,200,11.27,True,
2026-05-29T11:48:19.394544+00:00,200,7.01,True,
2026-05-29T11:48:20.401933+00:00,200,11.23,True,
2026-05-29T11:48:21.414645+00:00,200,5.13,True,
2026-05-29T11:48:22.420055+00:00,200,3.42,True,
2026-05-29T11:48:23.423766+00:00,200,5.62,True,
2026-05-29T11:48:24.429675+00:00,200,2.59,True,
2026-05-29T11:48:25.432580+00:00,200,2.27,True,
2026-05-29T11:48:26.435272+00:00,200,8.87,True,
2026-05-29T11:48:27.444404+00:00,200,1.31,True,
2026-05-29T11:48:28.445891+00:00,200,2.01,True,
2026-05-29T11:48:29.448330+00:00,200,6.39,True,
2026-05-29T11:48:30.455045+00:00,200,3.22,True,
2026-05-29T11:48:31.458600+00:00,200,4.35,True,
2026-05-29T11:48:32.463232+00:00,200,1.72,True,
2026-05-29T11:48:33.465131+00:00,200,3.27,True,
2026-05-29T11:48:34.468674+00:00,200,5.42,True,
2026-05-29T11:48:35.474563+00:00,200,6.7,True,
2026-05-29T11:48:36.481613+00:00,200,1.79,True,
2026-05-29T11:48:37.483518+00:00,200,2.64,True,
2026-05-29T11:48:38.486453+00:00,200,3.64,True,
2026-05-29T11:48:39.490396+00:00,200,3.94,True,
2026-05-29T11:48:40.494651+00:00,200,1.47,True,
2026-05-29T11:48:41.496316+00:00,200,2.92,True,
2026-05-29T11:48:42.499524+00:00,200,3.33,True,
2026-05-29T11:48:43.503095+00:00,200,3.09,True,
2026-05-29T11:48:44.506398+00:00,200,6.66,True,
2026-05-29T11:48:45.513538+00:00,200,2.44,True,
2026-05-29T11:48:46.516491+00:00,200,2.66,True,
2026-05-29T11:48:47.519322+00:00,200,1.68,True,
2026-05-29T11:48:48.521359+00:00,200,4.72,True,
2026-05-29T11:48:49.526271+00:00,200,1.82,True,
2026-05-29T11:48:50.528386+00:00,200,4.38,True,
2026-05-29T11:48:51.533524+00:00,200,2.94,True,
2026-05-29T11:48:52.536694+00:00,200,5.18,True,
2026-05-29T11:48:53.542159+00:00,200,4.51,True,
2026-05-29T11:48:54.546985+00:00,200,15.57,True,
2026-05-29T11:48:55.562862+00:00,200,3.97,True,
2026-05-29T11:48:56.567156+00:00,200,3.38,True,
2026-05-29T11:48:57.570763+00:00,200,2.7,True,
2026-05-29T11:48:58.573688+00:00,200,4.81,True,
2026-05-29T11:48:59.578760+00:00,200,3.29,True,
2026-05-29T11:49:00.582550+00:00,200,6.44,True,
2026-05-29T11:49:01.589273+00:00,200,1.72,True,
2026-05-29T11:49:02.591292+00:00,200,6.36,True,
2026-05-29T11:49:03.598448+00:00,200,2.82,True,
2026-05-29T11:49:04.602515+00:00,200,6.12,True,
2026-05-29T11:49:05.609301+00:00,200,2.16,True,
2026-05-29T11:49:06.611703+00:00,200,4.21,True,
2026-05-29T11:49:07.616448+00:00,200,2.17,True,
2026-05-29T11:49:08.618857+00:00,200,2.62,True,
2026-05-29T11:49:09.621973+00:00,200,1.95,True,
2026-05-29T11:49:10.624192+00:00,200,2.61,True,
2026-05-29T11:49:11.627684+00:00,200,2.78,True,
2026-05-29T11:49:12.630724+00:00,200,0.86,True,
2026-05-29T11:49:13.631790+00:00,200,6.79,True,
2026-05-29T11:49:14.638954+00:00,200,3.57,True,
2026-05-29T11:49:15.642833+00:00,200,5.65,True,
2026-05-29T11:49:16.648743+00:00,200,2.0,True,
2026-05-29T11:49:17.650957+00:00,200,2.6,True,
2026-05-29T11:49:18.654022+00:00,200,3.79,True,
2026-05-29T11:49:19.659103+00:00,200,4.19,True,
2026-05-29T11:49:20.664240+00:00,200,2.89,True,
2026-05-29T11:49:21.667697+00:00,200,2.91,True,
2026-05-29T11:49:22.670860+00:00,200,7.55,True,
2026-05-29T11:49:23.678582+00:00,200,3.45,True,
2026-05-29T11:49:24.682228+00:00,200,1.53,True,
2026-05-29T11:49:25.684009+00:00,200,3.67,True,
2026-05-29T11:49:26.689127+00:00,200,7.36,True,
2026-05-29T11:49:27.696707+00:00,200,2.53,True,
2026-05-29T11:49:28.699465+00:00,200,2.61,True,
2026-05-29T11:49:29.702457+00:00,200,3.06,True,
2026-05-29T11:49:30.705711+00:00,200,3.19,True,
2026-05-29T11:49:31.709215+00:00,200,2.82,True,
2026-05-29T11:49:32.712241+00:00,200,3.67,True,
2026-05-29T11:49:33.716118+00:00,200,1.9,True,
2026-05-29T11:49:34.718708+00:00,200,3.42,True,
2026-05-29T11:49:35.722469+00:00,200,4.8,True,
2026-05-29T11:49:36.729363+00:00,200,4.79,True,
2026-05-29T11:49:37.734702+00:00,200,2.88,True,
2026-05-29T11:49:38.737789+00:00,200,3.11,True,
2026-05-29T11:49:39.741246+00:00,200,3.74,True,
2026-05-29T11:49:40.745300+00:00,200,2.67,True,
2026-05-29T11:49:41.748327+00:00,200,3.33,True,
2026-05-29T11:49:42.752458+00:00,200,5.48,True,
2026-05-29T11:49:43.758299+00:00,200,5.99,True,
2026-05-29T11:49:44.764831+00:00,200,5.41,True,
2026-05-29T11:49:45.770658+00:00,200,5.08,True,
