runs_total,recovered_runs,success_rate_mean_percent,success_rate_std_percent,error_rate_mean_percent,error_rate_std_percent,recovery_seconds_mean,recovery_seconds_median,recovery_seconds_std,recovery_seconds_min,recovery_seconds_max,pod_recreated_runs,pod_rescheduled_runs,pod_restart_delta_total,node_final_all_ready_runs
10,10,100.0,0.0,0.0,0.0,3.5,3.0,1.2692955176439846,1.0,5.0,10,10,0,10
