===== NodePort from c1 =====

----- http://10.10.20.131:30080/ -----
code=200 time=0.001346
code=200 time=0.002032
code=200 time=0.001969
code=200 time=0.000946
code=200 time=0.001821

----- http://10.10.20.132:30080/ -----
code=200 time=0.000897
code=200 time=0.000712
code=200 time=0.001412
code=200 time=0.000773
code=200 time=0.000662
