NAMESPACE     LAST SEEN   TYPE      REASON                           OBJECT                             MESSAGE
kube-system   1s          Normal    UpdatedLoadBalancer              service/traefik                    Updated LoadBalancer with new IPs: [10.10.10.129 10.10.10.130 10.10.10.131 10.10.20.129 10.10.20.130] -> [10.10.10.129 10.10.10.131 10.10.20.129 10.10.20.130]
kube-system   1s          Warning   NodeNotReady                     pod/svclb-traefik-81700cf5-d7tm7   Node is not ready
default       1s          Normal    NodeNotReady                     node/k3s-s2                        Node k3s-s2 status is now: NodeNotReady
kube-system   23m         Normal    UpdatedLoadBalancer              service/traefik                    Updated LoadBalancer with new IPs: [10.10.10.129 10.10.10.131 10.10.20.129 10.10.20.130] -> [10.10.10.129 10.10.10.130 10.10.10.131 10.10.20.129 10.10.20.130]
kube-system   20m         Warning   NodeNotReady                     pod/svclb-traefik-81700cf5-hpwrg   Node is not ready
kube-system   20m         Normal    UpdatedLoadBalancer              service/traefik                    Updated LoadBalancer with new IPs: [10.10.10.129 10.10.10.130 10.10.10.131 10.10.20.129 10.10.20.130] -> [10.10.10.129 10.10.10.130 10.10.20.129 10.10.20.130]
default       20m         Normal    NodeNotReady                     node/k3s-s3                        Node k3s-s3 status is now: NodeNotReady
testapp       60m         Warning   NodeNotReady                     pod/nginx-test-f8f6dcbc6-tnqn8     Node is not ready
testapp       55m         Normal    Scheduled                        pod/nginx-test-f8f6dcbc6-85hk5     Successfully assigned testapp/nginx-test-f8f6dcbc6-85hk5 to k3s-s2
testapp       55m         Normal    Pulled                           pod/nginx-test-f8f6dcbc6-85hk5     Container image "nginx:stable" already present on machine and can be accessed by the pod
testapp       55m         Normal    Created                          pod/nginx-test-f8f6dcbc6-85hk5     Container created
testapp       55m         Normal    Started                          pod/nginx-test-f8f6dcbc6-85hk5     Container started
testapp       55m         Normal    TaintManagerEviction             pod/nginx-test-f8f6dcbc6-tnqn8     Marking for deletion Pod testapp/nginx-test-f8f6dcbc6-tnqn8
testapp       55m         Normal    SuccessfulCreate                 replicaset/nginx-test-f8f6dcbc6    Created pod: nginx-test-f8f6dcbc6-85hk5
default       43m         Normal    Starting                         node/k3s-s3                        Starting kubelet.
default       43m         Normal    CertificateExpirationOK          node/k3s-s3                        Node and Certificate Authority certificates managed by k3s are OK
default       43m         Warning   Rebooted                         node/k3s-s3                        Node k3s-s3 has been rebooted, boot id: e8552327-001f-4050-b111-b9bd410f51a5
default       43m         Normal    NodeAllocatableEnforced          node/k3s-s3                        Updated Node Allocatable limit across pods
default       43m         Normal    NodeHasSufficientMemory          node/k3s-s3                        Node k3s-s3 status is now: NodeHasSufficientMemory
default       43m         Normal    NodeHasNoDiskPressure            node/k3s-s3                        Node k3s-s3 status is now: NodeHasNoDiskPressure
default       43m         Normal    NodeHasSufficientPID             node/k3s-s3                        Node k3s-s3 status is now: NodeHasSufficientPID
kube-system   43m         Normal    SandboxChanged                   pod/svclb-traefik-81700cf5-hpwrg   Pod sandbox changed, it will be killed and re-created.
default       43m         Normal    NodeReady                        node/k3s-s3                        Node k3s-s3 status is now: NodeReady
default       43m         Normal    Starting                         node/k3s-s3                        
kube-system   43m         Normal    ApplyingManifest                 addon/metrics-apiservice           Applying manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/metrics-apiservice.yaml"
kube-system   43m         Normal    ApplyingManifest                 addon/runtimes                     Applying manifest at "/var/lib/rancher/k3s/server/manifests/runtimes.yaml"
