NAMESPACE     LAST SEEN   TYPE      REASON                           OBJECT                                                         MESSAGE
monitoring    37m         Normal    Pulled                           pod/prometheus-monitoring-kube-prometheus-prometheus-0         Container image "quay.io/prometheus/prometheus:v3.11.3-distroless" already present on machine and can be accessed by the pod
monitoring    37m         Normal    Created                          pod/prometheus-monitoring-kube-prometheus-prometheus-0         Container created
monitoring    37m         Normal    Started                          pod/prometheus-monitoring-kube-prometheus-prometheus-0         Container started
default       37m         Warning   SystemOOM                        node/k3s-s2                                                    System OOM encountered, victim process: prometheus, pid: 23234
monitoring    36m         Warning   Unhealthy                        pod/prometheus-monitoring-kube-prometheus-prometheus-0         Startup probe failed: HTTP probe failed with statuscode: 503
testapp       33m         Warning   NodeNotReady                     pod/nginx-test-f8f6dcbc6-qtrs4                                 Node is not ready
default       33m         Normal    NodeNotReady                     node/k3s-s2                                                    Node k3s-s2 status is now: NodeNotReady
kube-system   33m         Warning   NodeNotReady                     pod/svclb-traefik-405c6267-qjd7p                               Node is not ready
kube-system   33m         Normal    UpdatedLoadBalancer              service/traefik                                                Updated LoadBalancer with new IPs: [192.168.228.129 192.168.228.130 192.168.228.131 192.168.228.132 192.168.228.133] -> [192.168.228.129 192.168.228.131 192.168.228.132 192.168.228.133]
monitoring    33m         Warning   NodeNotReady                     pod/monitoring-prometheus-node-exporter-wpfzj                  Node is not ready
monitoring    33m         Warning   NodeNotReady                     pod/prometheus-monitoring-kube-prometheus-prometheus-0         Node is not ready
monitoring    28m         Normal    TaintManagerEviction             pod/prometheus-monitoring-kube-prometheus-prometheus-0         Marking for deletion Pod monitoring/prometheus-monitoring-kube-prometheus-prometheus-0
testapp       28m         Normal    TaintManagerEviction             pod/nginx-test-f8f6dcbc6-qtrs4                                 Marking for deletion Pod testapp/nginx-test-f8f6dcbc6-qtrs4
testapp       28m         Normal    SuccessfulCreate                 replicaset/nginx-test-f8f6dcbc6                                Created pod: nginx-test-f8f6dcbc6-ppqlv
testapp       28m         Normal    Started                          pod/nginx-test-f8f6dcbc6-ppqlv                                 Container started
testapp       28m         Normal    Created                          pod/nginx-test-f8f6dcbc6-ppqlv                                 Container created
testapp       28m         Normal    Pulled                           pod/nginx-test-f8f6dcbc6-ppqlv                                 Container image "nginx:stable" already present on machine and can be accessed by the pod
testapp       28m         Normal    Scheduled                        pod/nginx-test-f8f6dcbc6-ppqlv                                 Successfully assigned testapp/nginx-test-f8f6dcbc6-ppqlv to k3s-s3
default       26m         Normal    NodeHasSufficientPID             node/k3s-s2                                                    Node k3s-s2 status is now: NodeHasSufficientPID
default       26m         Normal    CertificateExpirationOK          node/k3s-s2                                                    Node and Certificate Authority certificates managed by k3s are OK
default       26m         Normal    Starting                         node/k3s-s2                                                    Starting kubelet.
default       26m         Normal    NodeHasSufficientMemory          node/k3s-s2                                                    Node k3s-s2 status is now: NodeHasSufficientMemory
default       26m         Normal    NodeHasNoDiskPressure            node/k3s-s2                                                    Node k3s-s2 status is now: NodeHasNoDiskPressure
monitoring    26m         Warning   FailedMount                      pod/prometheus-monitoring-kube-prometheus-prometheus-0         MountVolume.SetUp failed for volume "prometheus-monitoring-kube-prometheus-prometheus-rulefiles-1" : object "monitoring"/"prometheus-monitoring-kube-prometheus-prometheus-rulefiles-1" not registered
default       26m         Normal    NodeAllocatableEnforced          node/k3s-s2                                                    Updated Node Allocatable limit across pods
monitoring    26m         Warning   FailedMount                      pod/prometheus-monitoring-kube-prometheus-prometheus-0         MountVolume.SetUp failed for volume "prometheus-monitoring-kube-prometheus-prometheus-rulefiles-0" : object "monitoring"/"prometheus-monitoring-kube-prometheus-prometheus-rulefiles-0" not registered
monitoring    26m         Warning   FailedMount                      pod/prometheus-monitoring-kube-prometheus-prometheus-0         MountVolume.SetUp failed for volume "config" : object "monitoring"/"prometheus-monitoring-kube-prometheus-prometheus" not registered
kube-system   26m         Normal    SandboxChanged                   pod/svclb-traefik-405c6267-qjd7p                               Pod sandbox changed, it will be killed and re-created.
default       26m         Warning   Rebooted                         node/k3s-s2                                                    Node k3s-s2 has been rebooted, boot id: 0c577e64-0b77-4f31-a3e3-5ab500cce18f
default       26m         Normal    Starting                         node/k3s-s2                                                    
testapp       26m         Warning   FailedMount                      pod/nginx-test-f8f6dcbc6-qtrs4                                 MountVolume.SetUp failed for volume "kube-api-access-6vnfw" : object "testapp"/"kube-root-ca.crt" not registered
