timestamp,status_code,response_time_ms,success,error
2026-05-25T13:26:11.212099+00:00,200,1.84,True,
2026-05-25T13:26:12.214222+00:00,200,6.3,True,
2026-05-25T13:26:13.220755+00:00,200,2.55,True,
2026-05-25T13:26:14.223486+00:00,200,1.66,True,
2026-05-25T13:26:15.225545+00:00,200,4.92,True,
2026-05-25T13:26:16.231248+00:00,200,4.11,True,
2026-05-25T13:26:17.235654+00:00,200,1.67,True,
2026-05-25T13:26:18.237537+00:00,200,2.9,True,
2026-05-25T13:26:19.240800+00:00,200,7.95,True,
2026-05-25T13:26:20.249131+00:00,200,6.45,True,
2026-05-25T13:26:21.255976+00:00,200,2.04,True,
2026-05-25T13:26:22.258339+00:00,200,2.88,True,
2026-05-25T13:26:23.261371+00:00,200,2.31,True,
2026-05-25T13:26:24.263909+00:00,200,1.82,True,
2026-05-25T13:26:25.266352+00:00,200,5.16,True,
2026-05-25T13:26:26.271821+00:00,200,6.14,True,
2026-05-25T13:26:27.278417+00:00,200,3.79,True,
2026-05-25T13:26:28.282639+00:00,200,4.32,True,
2026-05-25T13:26:29.287334+00:00,200,3.06,True,
2026-05-25T13:26:30.291202+00:00,200,2.26,True,
2026-05-25T13:26:31.293690+00:00,200,0.94,True,
2026-05-25T13:26:32.295176+00:00,200,2.46,True,
2026-05-25T13:26:33.297811+00:00,200,2.07,True,
2026-05-25T13:26:34.300234+00:00,200,3.04,True,
2026-05-25T13:26:35.303589+00:00,200,2.73,True,
2026-05-25T13:26:36.306520+00:00,200,1.52,True,
2026-05-25T13:26:37.308292+00:00,200,2.74,True,
2026-05-25T13:26:38.311266+00:00,200,2.33,True,
2026-05-25T13:26:39.313845+00:00,200,4.03,True,
2026-05-25T13:26:40.318531+00:00,200,1.73,True,
2026-05-25T13:26:41.320563+00:00,200,2.71,True,
2026-05-25T13:26:42.323671+00:00,200,1.78,True,
2026-05-25T13:26:43.325800+00:00,200,2.08,True,
2026-05-25T13:26:44.328163+00:00,200,4.35,True,
2026-05-25T13:26:45.332787+00:00,200,7.62,True,
2026-05-25T13:26:46.340754+00:00,200,3.39,True,
2026-05-25T13:26:47.344401+00:00,200,1.37,True,
2026-05-25T13:26:48.346007+00:00,200,3.08,True,
2026-05-25T13:26:49.349324+00:00,200,3.12,True,
2026-05-25T13:26:50.352692+00:00,200,2.88,True,
2026-05-25T13:26:51.355844+00:00,200,3.67,True,
2026-05-25T13:26:52.359800+00:00,200,3.0,True,
2026-05-25T13:26:53.363203+00:00,200,1.95,True,
2026-05-25T13:26:54.365387+00:00,200,2.06,True,
2026-05-25T13:26:55.367891+00:00,200,1.99,True,
2026-05-25T13:26:56.370218+00:00,200,3.6,True,
2026-05-25T13:26:57.374127+00:00,200,3.43,True,
2026-05-25T13:26:58.377820+00:00,200,2.87,True,
2026-05-25T13:26:59.380984+00:00,200,2.51,True,
2026-05-25T13:27:00.383676+00:00,200,6.37,True,
2026-05-25T13:27:01.390471+00:00,200,1.62,True,
2026-05-25T13:27:02.392358+00:00,200,2.36,True,
2026-05-25T13:27:03.395266+00:00,200,4.06,True,
2026-05-25T13:27:04.399762+00:00,200,2.86,True,
2026-05-25T13:27:05.403411+00:00,200,2.78,True,
2026-05-25T13:27:06.406529+00:00,200,1.52,True,
2026-05-25T13:27:07.408261+00:00,200,2.69,True,
2026-05-25T13:27:08.411674+00:00,200,2.44,True,
2026-05-25T13:27:09.414602+00:00,200,3.59,True,
2026-05-25T13:27:10.418533+00:00,200,2.35,True,
2026-05-25T13:27:11.421134+00:00,200,1.86,True,
2026-05-25T13:27:12.423504+00:00,200,1.76,True,
2026-05-25T13:27:13.425528+00:00,200,3.58,True,
2026-05-25T13:27:14.429433+00:00,,2003.31,False,ConnectTimeout
2026-05-25T13:27:17.433166+00:00,200,2.82,True,
2026-05-25T13:27:18.436796+00:00,,2004.82,False,ConnectTimeout
2026-05-25T13:27:21.441971+00:00,200,3.0,True,
2026-05-25T13:27:22.445432+00:00,200,0.9,True,
2026-05-25T13:27:23.446631+00:00,,2004.39,False,ConnectTimeout
2026-05-25T13:27:26.451313+00:00,200,1.81,True,
2026-05-25T13:27:27.453413+00:00,200,3.01,True,
2026-05-25T13:27:28.456796+00:00,200,2.76,True,
2026-05-25T13:27:29.459829+00:00,,2001.68,False,ConnectTimeout
2026-05-25T13:27:32.462022+00:00,200,4.9,True,
2026-05-25T13:27:33.467439+00:00,200,6.19,True,
2026-05-25T13:27:34.474003+00:00,200,3.15,True,
2026-05-25T13:27:35.477450+00:00,,2003.21,False,ConnectTimeout
2026-05-25T13:27:38.481012+00:00,200,2.07,True,
2026-05-25T13:27:39.483693+00:00,,2003.61,False,ConnectTimeout
2026-05-25T13:27:42.488104+00:00,,2002.81,False,ConnectTimeout
2026-05-25T13:27:45.491666+00:00,,2001.95,False,ConnectTimeout
2026-05-25T13:27:48.494129+00:00,200,5.35,True,
2026-05-25T13:27:49.499788+00:00,200,5.22,True,
2026-05-25T13:27:50.505863+00:00,200,2.63,True,
2026-05-25T13:27:51.509035+00:00,200,5.49,True,
2026-05-25T13:27:52.514843+00:00,200,1.15,True,
2026-05-25T13:27:53.516212+00:00,200,6.6,True,
2026-05-25T13:27:54.523332+00:00,200,2.83,True,
2026-05-25T13:27:55.526575+00:00,200,4.09,True,
2026-05-25T13:27:56.530961+00:00,200,3.01,True,
