timestamp,node,status
2026-06-29T09:26:11+00:00,k3s-s1,Ready
2026-06-29T09:26:11+00:00,k3s-s2,Ready
2026-06-29T09:26:11+00:00,k3s-s3,Ready
2026-06-29T09:26:11+00:00,k3s-w1,Ready
2026-06-29T09:26:11+00:00,k3s-w2,Ready
2026-06-29T09:26:12+00:00,k3s-s1,Ready
2026-06-29T09:26:12+00:00,k3s-s2,Ready
2026-06-29T09:26:12+00:00,k3s-s3,Ready
2026-06-29T09:26:12+00:00,k3s-w1,Ready
2026-06-29T09:26:12+00:00,k3s-w2,Ready
2026-06-29T09:26:13+00:00,k3s-s1,Ready
2026-06-29T09:26:13+00:00,k3s-s2,Ready
2026-06-29T09:26:13+00:00,k3s-s3,Ready
2026-06-29T09:26:13+00:00,k3s-w1,Ready
2026-06-29T09:26:13+00:00,k3s-w2,Ready
2026-06-29T09:26:14+00:00,k3s-s1,Ready
2026-06-29T09:26:14+00:00,k3s-s2,Ready
2026-06-29T09:26:14+00:00,k3s-s3,Ready
2026-06-29T09:26:14+00:00,k3s-w1,Ready
2026-06-29T09:26:14+00:00,k3s-w2,Ready
2026-06-29T09:26:15+00:00,k3s-s1,Ready
2026-06-29T09:26:15+00:00,k3s-s2,Ready
2026-06-29T09:26:15+00:00,k3s-s3,Ready
2026-06-29T09:26:15+00:00,k3s-w1,Ready
2026-06-29T09:26:15+00:00,k3s-w2,Ready
2026-06-29T09:26:16+00:00,k3s-s1,Ready
2026-06-29T09:26:16+00:00,k3s-s2,Ready
2026-06-29T09:26:16+00:00,k3s-s3,Ready
2026-06-29T09:26:16+00:00,k3s-w1,Ready
2026-06-29T09:26:16+00:00,k3s-w2,Ready
2026-06-29T09:26:18+00:00,k3s-s1,Ready
2026-06-29T09:26:18+00:00,k3s-s2,Ready
2026-06-29T09:26:18+00:00,k3s-s3,Ready
2026-06-29T09:26:18+00:00,k3s-w1,Ready
2026-06-29T09:26:18+00:00,k3s-w2,Ready
2026-06-29T09:26:19+00:00,k3s-s1,Ready
2026-06-29T09:26:19+00:00,k3s-s2,Ready
2026-06-29T09:26:19+00:00,k3s-s3,Ready
2026-06-29T09:26:19+00:00,k3s-w1,Ready
2026-06-29T09:26:19+00:00,k3s-w2,Ready
2026-06-29T09:26:20+00:00,k3s-s1,Ready
2026-06-29T09:26:20+00:00,k3s-s2,Ready
2026-06-29T09:26:20+00:00,k3s-s3,Ready
2026-06-29T09:26:20+00:00,k3s-w1,Ready
2026-06-29T09:26:20+00:00,k3s-w2,Ready
2026-06-29T09:26:21+00:00,k3s-s1,Ready
2026-06-29T09:26:21+00:00,k3s-s2,Ready
2026-06-29T09:26:21+00:00,k3s-s3,Ready
2026-06-29T09:26:21+00:00,k3s-w1,Ready
2026-06-29T09:26:21+00:00,k3s-w2,Ready
2026-06-29T09:26:22+00:00,k3s-s1,Ready
2026-06-29T09:26:22+00:00,k3s-s2,Ready
2026-06-29T09:26:22+00:00,k3s-s3,Ready
2026-06-29T09:26:22+00:00,k3s-w1,Ready
2026-06-29T09:26:22+00:00,k3s-w2,Ready
2026-06-29T09:26:23+00:00,k3s-s1,Ready
2026-06-29T09:26:23+00:00,k3s-s2,Ready
2026-06-29T09:26:23+00:00,k3s-s3,Ready
2026-06-29T09:26:23+00:00,k3s-w1,Ready
2026-06-29T09:26:23+00:00,k3s-w2,Ready
2026-06-29T09:26:24+00:00,k3s-s1,Ready
2026-06-29T09:26:24+00:00,k3s-s2,Ready
2026-06-29T09:26:24+00:00,k3s-s3,Ready
2026-06-29T09:26:24+00:00,k3s-w1,Ready
2026-06-29T09:26:24+00:00,k3s-w2,Ready
2026-06-29T09:26:25+00:00,k3s-s1,Ready
2026-06-29T09:26:25+00:00,k3s-s2,Ready
2026-06-29T09:26:25+00:00,k3s-s3,Ready
2026-06-29T09:26:25+00:00,k3s-w1,Ready
2026-06-29T09:26:25+00:00,k3s-w2,Ready
2026-06-29T09:26:26+00:00,k3s-s1,Ready
2026-06-29T09:26:26+00:00,k3s-s2,Ready
2026-06-29T09:26:26+00:00,k3s-s3,Ready
2026-06-29T09:26:26+00:00,k3s-w1,Ready
2026-06-29T09:26:26+00:00,k3s-w2,Ready
2026-06-29T09:26:27+00:00,k3s-s1,Ready
2026-06-29T09:26:27+00:00,k3s-s2,Ready
2026-06-29T09:26:27+00:00,k3s-s3,Ready
2026-06-29T09:26:27+00:00,k3s-w1,Ready
2026-06-29T09:26:27+00:00,k3s-w2,Ready
2026-06-29T09:26:28+00:00,k3s-s1,Ready
2026-06-29T09:26:28+00:00,k3s-s2,Ready
2026-06-29T09:26:28+00:00,k3s-s3,Ready
2026-06-29T09:26:28+00:00,k3s-w1,Ready
2026-06-29T09:26:28+00:00,k3s-w2,Ready
2026-06-29T09:26:29+00:00,k3s-s1,Ready
2026-06-29T09:26:29+00:00,k3s-s2,Ready
2026-06-29T09:26:29+00:00,k3s-s3,Ready
2026-06-29T09:26:29+00:00,k3s-w1,Ready
2026-06-29T09:26:29+00:00,k3s-w2,Ready
2026-06-29T09:26:30+00:00,k3s-s1,Ready
2026-06-29T09:26:30+00:00,k3s-s2,Ready
2026-06-29T09:26:30+00:00,k3s-s3,Ready
2026-06-29T09:26:30+00:00,k3s-w1,Ready
2026-06-29T09:26:30+00:00,k3s-w2,Ready
2026-06-29T09:26:31+00:00,k3s-s1,Ready
2026-06-29T09:26:31+00:00,k3s-s2,Ready
2026-06-29T09:26:31+00:00,k3s-s3,Ready
2026-06-29T09:26:31+00:00,k3s-w1,Ready
2026-06-29T09:26:31+00:00,k3s-w2,Ready
2026-06-29T09:26:32+00:00,k3s-s1,Ready
2026-06-29T09:26:32+00:00,k3s-s2,Ready
2026-06-29T09:26:32+00:00,k3s-s3,Ready
2026-06-29T09:26:32+00:00,k3s-w1,Ready
2026-06-29T09:26:32+00:00,k3s-w2,Ready
2026-06-29T09:26:34+00:00,k3s-s1,Ready
2026-06-29T09:26:34+00:00,k3s-s2,Ready
2026-06-29T09:26:34+00:00,k3s-s3,Ready
2026-06-29T09:26:34+00:00,k3s-w1,Ready
2026-06-29T09:26:34+00:00,k3s-w2,Ready
2026-06-29T09:26:35+00:00,k3s-s1,Ready
2026-06-29T09:26:35+00:00,k3s-s2,Ready
2026-06-29T09:26:35+00:00,k3s-s3,Ready
2026-06-29T09:26:35+00:00,k3s-w1,Ready
2026-06-29T09:26:35+00:00,k3s-w2,Ready
2026-06-29T09:26:36+00:00,k3s-s1,Ready
2026-06-29T09:26:36+00:00,k3s-s2,Ready
2026-06-29T09:26:36+00:00,k3s-s3,Ready
2026-06-29T09:26:36+00:00,k3s-w1,Ready
2026-06-29T09:26:36+00:00,k3s-w2,Ready
2026-06-29T09:26:37+00:00,k3s-s1,Ready
2026-06-29T09:26:37+00:00,k3s-s2,Ready
2026-06-29T09:26:37+00:00,k3s-s3,Ready
2026-06-29T09:26:37+00:00,k3s-w1,Ready
2026-06-29T09:26:37+00:00,k3s-w2,Ready
2026-06-29T09:26:38+00:00,k3s-s1,Ready
2026-06-29T09:26:38+00:00,k3s-s2,Ready
2026-06-29T09:26:38+00:00,k3s-s3,Ready
2026-06-29T09:26:38+00:00,k3s-w1,Ready
2026-06-29T09:26:38+00:00,k3s-w2,Ready
2026-06-29T09:26:39+00:00,k3s-s1,Ready
2026-06-29T09:26:39+00:00,k3s-s2,Ready
2026-06-29T09:26:39+00:00,k3s-s3,Ready
2026-06-29T09:26:39+00:00,k3s-w1,Ready
2026-06-29T09:26:39+00:00,k3s-w2,Ready
2026-06-29T09:26:40+00:00,k3s-s1,Ready
2026-06-29T09:26:40+00:00,k3s-s2,Ready
2026-06-29T09:26:40+00:00,k3s-s3,Ready
2026-06-29T09:26:40+00:00,k3s-w1,Ready
2026-06-29T09:26:40+00:00,k3s-w2,Ready
2026-06-29T09:26:41+00:00,k3s-s1,Ready
2026-06-29T09:26:41+00:00,k3s-s2,Ready
2026-06-29T09:26:41+00:00,k3s-s3,Ready
2026-06-29T09:26:41+00:00,k3s-w1,Ready
2026-06-29T09:26:41+00:00,k3s-w2,Ready
2026-06-29T09:26:42+00:00,k3s-s1,Ready
2026-06-29T09:26:42+00:00,k3s-s2,Ready
2026-06-29T09:26:42+00:00,k3s-s3,Ready
2026-06-29T09:26:42+00:00,k3s-w1,Ready
2026-06-29T09:26:42+00:00,k3s-w2,Ready
2026-06-29T09:26:43+00:00,k3s-s1,Ready
2026-06-29T09:26:43+00:00,k3s-s2,Ready
2026-06-29T09:26:43+00:00,k3s-s3,Ready
2026-06-29T09:26:43+00:00,k3s-w1,Ready
2026-06-29T09:26:43+00:00,k3s-w2,Ready
2026-06-29T09:26:44+00:00,k3s-s1,Ready
2026-06-29T09:26:44+00:00,k3s-s2,Ready
2026-06-29T09:26:44+00:00,k3s-s3,Ready
2026-06-29T09:26:44+00:00,k3s-w1,Ready
2026-06-29T09:26:44+00:00,k3s-w2,Ready
2026-06-29T09:26:45+00:00,k3s-s1,Ready
2026-06-29T09:26:45+00:00,k3s-s2,Ready
2026-06-29T09:26:45+00:00,k3s-s3,Ready
2026-06-29T09:26:45+00:00,k3s-w1,Ready
2026-06-29T09:26:45+00:00,k3s-w2,Ready
2026-06-29T09:26:46+00:00,k3s-s1,Ready
2026-06-29T09:26:46+00:00,k3s-s2,Ready
2026-06-29T09:26:46+00:00,k3s-s3,Ready
2026-06-29T09:26:46+00:00,k3s-w1,Ready
2026-06-29T09:26:46+00:00,k3s-w2,Ready
2026-06-29T09:26:47+00:00,k3s-s1,Ready
2026-06-29T09:26:47+00:00,k3s-s2,Ready
2026-06-29T09:26:47+00:00,k3s-s3,Ready
2026-06-29T09:26:47+00:00,k3s-w1,Ready
2026-06-29T09:26:47+00:00,k3s-w2,Ready
2026-06-29T09:26:49+00:00,k3s-s1,Ready
2026-06-29T09:26:49+00:00,k3s-s2,Ready
2026-06-29T09:26:49+00:00,k3s-s3,Ready
2026-06-29T09:26:49+00:00,k3s-w1,Ready
2026-06-29T09:26:49+00:00,k3s-w2,Ready
2026-06-29T09:26:50+00:00,k3s-s1,Ready
2026-06-29T09:26:50+00:00,k3s-s2,Ready
2026-06-29T09:26:50+00:00,k3s-s3,Ready
2026-06-29T09:26:50+00:00,k3s-w1,Ready
2026-06-29T09:26:50+00:00,k3s-w2,Ready
2026-06-29T09:26:51+00:00,k3s-s1,Ready
2026-06-29T09:26:51+00:00,k3s-s2,Ready
2026-06-29T09:26:51+00:00,k3s-s3,Ready
2026-06-29T09:26:51+00:00,k3s-w1,Ready
2026-06-29T09:26:51+00:00,k3s-w2,Ready
2026-06-29T09:26:52+00:00,k3s-s1,Ready
2026-06-29T09:26:52+00:00,k3s-s2,Ready
2026-06-29T09:26:52+00:00,k3s-s3,Ready
2026-06-29T09:26:52+00:00,k3s-w1,Ready
2026-06-29T09:26:52+00:00,k3s-w2,Ready
2026-06-29T09:26:53+00:00,k3s-s1,Ready
2026-06-29T09:26:53+00:00,k3s-s2,Ready
2026-06-29T09:26:53+00:00,k3s-s3,Ready
2026-06-29T09:26:53+00:00,k3s-w1,Ready
2026-06-29T09:26:53+00:00,k3s-w2,Ready
2026-06-29T09:26:54+00:00,k3s-s1,Ready
2026-06-29T09:26:54+00:00,k3s-s2,Ready
2026-06-29T09:26:54+00:00,k3s-s3,Ready
2026-06-29T09:26:54+00:00,k3s-w1,Ready
2026-06-29T09:26:54+00:00,k3s-w2,Ready
2026-06-29T09:26:55+00:00,k3s-s1,Ready
2026-06-29T09:26:55+00:00,k3s-s2,Ready
2026-06-29T09:26:55+00:00,k3s-s3,Ready
2026-06-29T09:26:55+00:00,k3s-w1,Ready
2026-06-29T09:26:55+00:00,k3s-w2,Ready
2026-06-29T09:26:56+00:00,k3s-s1,Ready
2026-06-29T09:26:56+00:00,k3s-s2,Ready
2026-06-29T09:26:56+00:00,k3s-s3,Ready
2026-06-29T09:26:56+00:00,k3s-w1,Ready
2026-06-29T09:26:56+00:00,k3s-w2,Ready
2026-06-29T09:26:57+00:00,k3s-s1,Ready
2026-06-29T09:26:57+00:00,k3s-s2,Ready
2026-06-29T09:26:57+00:00,k3s-s3,Ready
2026-06-29T09:26:57+00:00,k3s-w1,Ready
2026-06-29T09:26:57+00:00,k3s-w2,Ready
2026-06-29T09:26:58+00:00,k3s-s1,Ready
2026-06-29T09:26:58+00:00,k3s-s2,Ready
2026-06-29T09:26:58+00:00,k3s-s3,Ready
2026-06-29T09:26:58+00:00,k3s-w1,Ready
2026-06-29T09:26:58+00:00,k3s-w2,Ready
2026-06-29T09:26:59+00:00,k3s-s1,Ready
2026-06-29T09:26:59+00:00,k3s-s2,Ready
2026-06-29T09:26:59+00:00,k3s-s3,Ready
2026-06-29T09:26:59+00:00,k3s-w1,Ready
2026-06-29T09:26:59+00:00,k3s-w2,Ready
2026-06-29T09:27:00+00:00,k3s-s1,Ready
2026-06-29T09:27:00+00:00,k3s-s2,Ready
2026-06-29T09:27:00+00:00,k3s-s3,Ready
2026-06-29T09:27:00+00:00,k3s-w1,Ready
2026-06-29T09:27:00+00:00,k3s-w2,Ready
2026-06-29T09:27:01+00:00,k3s-s1,Ready
2026-06-29T09:27:01+00:00,k3s-s2,Ready
2026-06-29T09:27:01+00:00,k3s-s3,Ready
2026-06-29T09:27:01+00:00,k3s-w1,Ready
2026-06-29T09:27:01+00:00,k3s-w2,Ready
2026-06-29T09:27:03+00:00,k3s-s1,Ready
2026-06-29T09:27:03+00:00,k3s-s2,Ready
2026-06-29T09:27:03+00:00,k3s-s3,Ready
2026-06-29T09:27:03+00:00,k3s-w1,Ready
2026-06-29T09:27:03+00:00,k3s-w2,Ready
2026-06-29T09:27:04+00:00,k3s-s1,Ready
2026-06-29T09:27:04+00:00,k3s-s2,Ready
2026-06-29T09:27:04+00:00,k3s-s3,Ready
2026-06-29T09:27:04+00:00,k3s-w1,Ready
2026-06-29T09:27:04+00:00,k3s-w2,Ready
2026-06-29T09:27:05+00:00,k3s-s1,Ready
2026-06-29T09:27:05+00:00,k3s-s2,Ready
2026-06-29T09:27:05+00:00,k3s-s3,Ready
2026-06-29T09:27:05+00:00,k3s-w1,Ready
2026-06-29T09:27:05+00:00,k3s-w2,Ready
2026-06-29T09:27:06+00:00,k3s-s1,Ready
2026-06-29T09:27:06+00:00,k3s-s2,Ready
2026-06-29T09:27:06+00:00,k3s-s3,Ready
2026-06-29T09:27:06+00:00,k3s-w1,Ready
2026-06-29T09:27:06+00:00,k3s-w2,Ready
2026-06-29T09:27:07+00:00,k3s-s1,Ready
2026-06-29T09:27:07+00:00,k3s-s2,Ready
2026-06-29T09:27:07+00:00,k3s-s3,Ready
2026-06-29T09:27:07+00:00,k3s-w1,Ready
2026-06-29T09:27:07+00:00,k3s-w2,Ready
2026-06-29T09:27:08+00:00,k3s-s1,Ready
2026-06-29T09:27:08+00:00,k3s-s2,Ready
2026-06-29T09:27:08+00:00,k3s-s3,Ready
2026-06-29T09:27:08+00:00,k3s-w1,Ready
2026-06-29T09:27:08+00:00,k3s-w2,Ready
2026-06-29T09:27:09+00:00,k3s-s1,Ready
2026-06-29T09:27:09+00:00,k3s-s2,Ready
2026-06-29T09:27:09+00:00,k3s-s3,Ready
2026-06-29T09:27:09+00:00,k3s-w1,Ready
2026-06-29T09:27:09+00:00,k3s-w2,Ready
2026-06-29T09:27:10+00:00,k3s-s1,Ready
2026-06-29T09:27:10+00:00,k3s-s2,Ready
2026-06-29T09:27:10+00:00,k3s-s3,Ready
2026-06-29T09:27:10+00:00,k3s-w1,Ready
2026-06-29T09:27:10+00:00,k3s-w2,Ready
2026-06-29T09:27:11+00:00,k3s-s1,Ready
2026-06-29T09:27:11+00:00,k3s-s2,Ready
2026-06-29T09:27:11+00:00,k3s-s3,Ready
2026-06-29T09:27:11+00:00,k3s-w1,Ready
2026-06-29T09:27:11+00:00,k3s-w2,Ready
2026-06-29T09:27:12+00:00,k3s-s1,Ready
2026-06-29T09:27:12+00:00,k3s-s2,Ready
2026-06-29T09:27:12+00:00,k3s-s3,Ready
2026-06-29T09:27:12+00:00,k3s-w1,Ready
2026-06-29T09:27:12+00:00,k3s-w2,Ready
2026-06-29T09:27:13+00:00,k3s-s1,Ready
2026-06-29T09:27:13+00:00,k3s-s2,Ready
2026-06-29T09:27:13+00:00,k3s-s3,Ready
2026-06-29T09:27:13+00:00,k3s-w1,Ready
2026-06-29T09:27:13+00:00,k3s-w2,Ready
2026-06-29T09:27:14+00:00,k3s-s1,Ready
2026-06-29T09:27:14+00:00,k3s-s2,Ready
2026-06-29T09:27:14+00:00,k3s-s3,Ready
2026-06-29T09:27:14+00:00,k3s-w1,Ready
2026-06-29T09:27:14+00:00,k3s-w2,Ready
2026-06-29T09:27:15+00:00,k3s-s1,Ready
2026-06-29T09:27:15+00:00,k3s-s2,Ready
2026-06-29T09:27:15+00:00,k3s-s3,Ready
2026-06-29T09:27:15+00:00,k3s-w1,Ready
2026-06-29T09:27:15+00:00,k3s-w2,Ready
2026-06-29T09:27:17+00:00,k3s-s1,Ready
2026-06-29T09:27:17+00:00,k3s-s2,Ready
2026-06-29T09:27:17+00:00,k3s-s3,Ready
2026-06-29T09:27:17+00:00,k3s-w1,Ready
2026-06-29T09:27:17+00:00,k3s-w2,Ready
2026-06-29T09:27:18+00:00,k3s-s1,Ready
2026-06-29T09:27:18+00:00,k3s-s2,Ready
2026-06-29T09:27:18+00:00,k3s-s3,Ready
2026-06-29T09:27:18+00:00,k3s-w1,Ready
2026-06-29T09:27:18+00:00,k3s-w2,Ready
2026-06-29T09:27:19+00:00,k3s-s1,Ready
2026-06-29T09:27:19+00:00,k3s-s2,Ready
2026-06-29T09:27:19+00:00,k3s-s3,Ready
2026-06-29T09:27:19+00:00,k3s-w1,Ready
2026-06-29T09:27:19+00:00,k3s-w2,Ready
2026-06-29T09:27:20+00:00,k3s-s1,Ready
2026-06-29T09:27:20+00:00,k3s-s2,Ready
2026-06-29T09:27:20+00:00,k3s-s3,Ready
2026-06-29T09:27:20+00:00,k3s-w1,Ready
2026-06-29T09:27:20+00:00,k3s-w2,Ready
