scenario,run,phase,requests_total,success,failed,success_rate,error_rate,avg_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms,timeouts,recovery_latency_s
link-cut-1min,run-03-router,fault,26,11,15,42.31%,57.69%,23519.46,3071.45,68026.37,68050.32,0.97,68050.32,0,0.270101
link-cut-1min,run-03-router,after,186,186,0,100.00%,0.00%,3.20,3.37,5.08,6.60,1.07,7.12,0,0.270101
link-cut-1min,run-04-router,overall,374,374,0,100.00%,0.00%,1813.43,3.21,5.38,68314.08,0.91,68380.12,0,2.631616
link-cut-1min,run-04-router,baseline,180,180,0,100.00%,0.00%,3.12,3.47,5.01,5.68,0.91,6.03,0,2.631616
link-cut-1min,run-04-router,fault,11,11,0,100.00%,0.00%,61558.47,67961.91,68380.12,68380.12,0.92,68380.12,0,2.631616
link-cut-1min,run-04-router,after,183,183,0,100.00%,0.00%,2.82,2.56,4.41,8.24,0.95,13.15,0,2.631616
link-cut-1min,run-05-router,overall,374,374,0,100.00%,0.00%,1817.88,3.33,5.23,68325.84,0.75,68393.51,0,2.721516
link-cut-1min,run-05-router,baseline,180,180,0,100.00%,0.00%,2.95,3.24,4.53,5.59,1.06,5.85,0,2.721516
link-cut-1min,run-05-router,fault,11,11,0,100.00%,0.00%,61707.12,68276.65,68393.51,68393.51,0.75,68393.51,0,2.721516
link-cut-1min,run-05-router,after,183,183,0,100.00%,0.00%,3.17,3.37,5.04,6.35,1.01,6.68,0,2.721516
link-cut-1min,run-06-router,overall,395,374,21,94.68%,5.32%,1314.76,3.36,1133.29,64003.66,1.08,68031.31,0,0.761099
link-cut-1min,run-06-router,baseline,180,180,0,100.00%,0.00%,3.10,3.29,5.07,7.64,1.08,11.36,0,0.761099
link-cut-1min,run-06-router,fault,30,9,21,30.00%,70.00%,17273.85,2114.64,68009.61,68031.31,1.23,68031.31,0,0.761099
link-cut-1min,run-06-router,after,185,185,0,100.00%,0.00%,3.01,3.18,4.76,5.41,1.12,5.95,0,0.761099
link-cut-1min,run-07-router,overall,374,374,0,100.00%,0.00%,1811.20,3.33,5.51,68011.72,0.94,68386.51,0,3.041441
link-cut-1min,run-07-router,baseline,180,180,0,100.00%,0.00%,3.00,3.13,4.85,5.70,1.19,8.17,0,3.041441
link-cut-1min,run-07-router,fault,11,11,0,100.00%,0.00%,61478.32,67965.21,68386.51,68386.51,1.10,68386.51,0,3.041441
link-cut-1min,run-07-router,after,183,183,0,100.00%,0.00%,3.21,3.47,4.93,6.25,0.94,6.32,0,3.041441
link-cut-1min,run-08-router,overall,374,374,0,100.00%,0.00%,2534.47,3.24,5.88,95106.51,0.91,95168.85,0,3.137495
link-cut-1min,run-08-router,baseline,179,179,0,100.00%,0.00%,3.11,3.37,4.76,5.57,0.91,6.17,0,3.137495
link-cut-1min,run-08-router,fault,12,12,0,100.00%,0.00%,78896.41,95045.84,95168.85,95168.85,0.97,95168.85,0,3.137495
link-cut-1min,run-08-router,after,183,183,0,100.00%,0.00%,3.16,3.01,5.60,8.07,0.95,9.76,0,3.137495
link-cut-1min,run-09-router,overall,374,374,0,100.00%,0.00%,1813.46,3.09,5.56,68144.85,0.88,68207.96,0,1.8642
link-cut-1min,run-09-router,baseline,180,180,0,100.00%,0.00%,3.09,3.24,5.11,7.58,0.88,8.36,0,1.8642
link-cut-1min,run-09-router,fault,10,10,0,100.00%,0.00%,67715.57,68110.06,68207.96,68207.96,64060.93,68207.96,0,1.8642
link-cut-1min,run-09-router,after,184,184,0,100.00%,0.00%,2.83,2.45,4.60,5.77,0.92,6.29,0,1.8642
link-cut-1min,run-10-router,overall,374,374,0,100.00%,0.00%,1810.07,3.22,5.22,67995.67,0.57,68058.52,0,1.804408
link-cut-1min,run-10-router,baseline,180,180,0,100.00%,0.00%,2.96,3.14,4.75,5.62,1.09,6.52,0,1.804408
link-cut-1min,run-10-router,fault,10,10,0,100.00%,0.00%,67586.06,67965.59,68058.52,68058.52,64074.45,68058.52,0,1.804408
link-cut-1min,run-10-router,after,184,184,0,100.00%,0.00%,3.10,3.22,4.81,5.62,0.57,18.11,0,1.804408
link-cut-10min,run-01-router,overall,842,369,473,43.82%,56.18%,2616.74,77.47,3088.98,132797.75,0.80,300337.68,1,0.709401
link-cut-10min,run-01-router,baseline,179,179,0,100.00%,0.00%,2.59,2.14,4.98,5.80,0.80,5.93,0,0.709401
link-cut-10min,run-01-router,fault,478,5,473,1.05%,98.95%,4607.27,1127.16,3102.72,134802.07,0.94,300337.68,1,0.709401
link-cut-10min,run-01-router,after,185,185,0,100.00%,0.00%,3.00,3.15,4.73,6.73,0.80,6.74,0,0.709401
link-cut-10min,run-02-router,overall,905,371,534,40.99%,59.01%,1955.94,472.50,3061.64,68960.29,0.93,300018.19,1,0.828153
link-cut-10min,run-02-router,baseline,180,180,0,100.00%,0.00%,3.18,3.26,5.22,8.97,0.93,11.35,0,0.828153
link-cut-10min,run-02-router,fault,540,6,534,1.11%,98.89%,3275.95,1661.88,3084.24,70097.73,0.98,300018.19,1,0.828153
link-cut-10min,run-02-router,after,185,185,0,100.00%,0.00%,2.92,2.94,4.75,7.32,1.02,7.45,0,0.828153
link-cut-10min,run-03-router,overall,842,368,474,43.71%,56.29%,2626.03,85.28,3085.80,132660.71,1.01,300915.75,1,0.747489
link-cut-10min,run-03-router,baseline,180,180,0,100.00%,0.00%,3.07,3.26,4.77,5.72,1.15,6.31,0,0.747489
link-cut-10min,run-03-router,fault,477,3,474,0.63%,99.37%,4632.95,1266.36,3102.22,134666.68,1.01,300915.75,1,0.747489
link-cut-10min,run-03-router,after,185,185,0,100.00%,0.00%,3.49,3.69,5.11,6.45,1.12,8.69,0,0.747489
link-cut-10min,run-04-router,overall,840,369,471,43.93%,56.07%,2634.15,88.38,3084.74,132687.20,0.81,300750.56,1,0.566719
link-cut-10min,run-04-router,baseline,179,179,0,100.00%,0.00%,3.83,3.91,5.34,7.00,1.27,7.41,0,0.566719
link-cut-10min,run-04-router,fault,476,5,471,1.05%,98.95%,4645.74,1384.74,3100.80,134690.88,0.81,300750.56,1,0.566719
link-cut-10min,run-04-router,after,185,185,0,100.00%,0.00%,3.40,3.58,4.97,7.25,1.01,7.75,0,0.566719
link-cut-10min,run-05-router,overall,938,370,568,39.45%,60.55%,1610.72,409.69,3068.44,36208.52,0.94,300518.89,1,0.652192
link-cut-10min,run-05-router,baseline,179,179,0,100.00%,0.00%,3.16,3.33,4.83,8.37,0.96,11.51,0,0.652192
link-cut-10min,run-05-router,fault,573,5,568,0.87%,99.13%,2634.63,1560.54,3093.84,37275.54,1.90,300518.89,1,0.652192
link-cut-10min,run-05-router,after,186,186,0,100.00%,0.00%,3.48,3.74,4.74,6.46,0.94,6.83,0,0.652192
link-cut-10min,run-06-router,overall,905,368,537,40.66%,59.34%,1899.55,110.20,3084.95,68566.19,0.85,300474.80,1,0.025233
link-cut-10min,run-06-router,baseline,179,179,0,100.00%,0.00%,2.84,2.57,4.97,7.24,0.92,11.06,0,0.025233
link-cut-10min,run-06-router,fault,540,3,537,0.56%,99.44%,3181.53,1301.72,3101.51,69633.03,0.85,300474.80,1,0.025233
link-cut-10min,run-06-router,after,186,186,0,100.00%,0.00%,3.00,3.08,4.68,5.70,0.85,8.46,0,0.025233
link-cut-10min,run-07-router,overall,906,371,535,40.95%,59.05%,1932.54,490.03,2912.33,68101.51,0.81,300355.44,1,0.595268
link-cut-10min,run-07-router,baseline,179,179,0,100.00%,0.00%,3.06,3.36,4.93,5.91,0.92,6.95,0,0.595268
link-cut-10min,run-07-router,fault,541,6,535,1.11%,98.89%,3234.28,1570.52,3019.85,69168.37,0.81,300355.44,1,0.595268
link-cut-10min,run-07-router,after,186,186,0,100.00%,0.00%,3.19,3.42,4.88,5.86,1.01,6.29,0,0.595268
link-cut-10min,run-08-router,overall,841,371,470,44.11%,55.89%,2627.96,80.85,3091.47,132659.58,0.82,300144.93,1,0.14563
link-cut-10min,run-08-router,baseline,180,180,0,100.00%,0.00%,3.08,3.17,5.53,7.28,0.82,7.54,0,0.14563
link-cut-10min,run-08-router,fault,475,5,470,1.05%,98.95%,4650.53,1132.02,3102.74,134663.65,1.19,300144.93,1,0.14563
link-cut-10min,run-08-router,after,186,186,0,100.00%,0.00%,3.02,3.24,4.86,6.90,1.01,9.02,0,0.14563
link-cut-10min,run-09-router,overall,841,367,474,43.64%,56.36%,2645.51,81.96,3094.04,132635.84,0.88,300025.00,1,0.307236
link-cut-10min,run-09-router,baseline,180,180,0,100.00%,0.00%,2.87,2.77,4.90,5.53,0.88,6.53,0,0.307236
link-cut-10min,run-09-router,fault,476,2,474,0.42%,99.58%,4671.80,1162.35,3106.07,134639.15,2.66,300025.00,1,0.307236
link-cut-10min,run-09-router,after,185,185,0,100.00%,0.00%,3.15,3.43,4.75,7.27,0.90,9.72,0,0.307236
link-cut-10min,run-10-router,overall,840,371,469,44.17%,55.83%,5716.28,87.19,3088.06,391604.60,0.82,559809.02,1,0.346066
link-cut-10min,run-10-router,baseline,180,180,0,100.00%,0.00%,3.18,3.49,4.81,6.52,1.02,7.12,0,0.346066
link-cut-10min,run-10-router,fault,475,6,469,1.26%,98.74%,10106.37,1369.60,3101.67,393610.21,1.19,559809.02,1,0.346066
link-cut-10min,run-10-router,after,185,185,0,100.00%,0.00%,3.10,3.44,4.82,5.98,0.82,5.99,0,0.346066
link-cut-30min,run-01-router,overall,2100,368,1732,17.52%,82.48%,1737.73,1087.95,3095.31,3112.39,0.82,300459.14,1,0.672028
link-cut-30min,run-01-router,baseline,180,180,0,100.00%,0.00%,2.91,2.82,4.90,5.91,1.11,6.90,0,0.672028
link-cut-30min,run-01-router,fault,1735,3,1732,0.17%,99.83%,2102.67,1129.05,3099.48,3112.78,0.97,300459.14,1,0.672028
link-cut-30min,run-01-router,after,185,185,0,100.00%,0.00%,3.05,3.36,4.78,5.09,0.82,5.20,0,0.672028
link-cut-30min,run-02-router,overall,2103,371,1732,17.64%,82.36%,1687.13,1089.32,3095.40,3112.88,0.86,300167.47,1,0.62411
link-cut-30min,run-02-router,baseline,179,179,0,100.00%,0.00%,2.91,2.32,4.79,6.34,1.00,7.22,0,0.62411
link-cut-30min,run-02-router,fault,1738,6,1732,0.35%,99.65%,2040.81,1131.78,3098.50,3115.93,0.90,300167.47,1,0.62411
link-cut-30min,run-02-router,after,186,186,0,100.00%,0.00%,3.06,3.34,4.57,6.23,0.86,6.29,0,0.62411
link-cut-30min,run-03-router,overall,2038,366,1672,17.96%,82.04%,1979.33,1088.15,3095.47,3111.85,0.87,300944.32,1,0.147965
link-cut-30min,run-03-router,baseline,179,179,0,100.00%,0.00%,2.98,3.17,4.84,5.27,0.87,5.52,0,0.147965
link-cut-30min,run-03-router,fault,1673,1,1672,0.06%,99.94%,2410.54,1130.79,3098.91,3112.48,1.45,300944.32,1,0.147965
link-cut-30min,run-03-router,after,186,186,0,100.00%,0.00%,2.75,2.49,4.46,6.24,0.93,6.71,0,0.147965
link-cut-30min,run-04-router,overall,2119,367,1752,17.32%,82.68%,1651.47,1092.60,3096.34,3112.51,0.88,300830.95,1,0.405684
link-cut-30min,run-04-router,baseline,180,180,0,100.00%,0.00%,2.93,3.14,4.50,5.57,1.04,11.68,0,0.405684
link-cut-30min,run-04-router,fault,1753,1,1752,0.06%,99.94%,1995.65,1195.07,3098.02,3113.07,0.88,300830.95,1,0.405684
link-cut-30min,run-04-router,after,186,186,0,100.00%,0.00%,3.04,3.21,4.81,5.29,0.91,8.70,0,0.405684
link-cut-30min,run-05-router,overall,2039,368,1671,18.05%,81.95%,1972.17,1087.53,3094.86,3112.05,0.96,300625.49,1,0.710468
link-cut-30min,run-05-router,baseline,180,180,0,100.00%,0.00%,3.00,2.92,4.87,6.28,1.16,7.54,0,0.710468
link-cut-30min,run-05-router,fault,1674,3,1671,0.18%,99.82%,2401.52,1129.25,3099.12,3222.32,1.02,300625.49,1,0.710468
link-cut-30min,run-05-router,after,185,185,0,100.00%,0.00%,3.08,3.25,4.71,5.77,0.96,6.27,0,0.710468
link-cut-30min,run-06-router,overall,2039,367,1672,18.00%,82.00%,1965.74,1087.72,3095.91,3111.66,0.85,300507.21,1,0.864708
link-cut-30min,run-06-router,baseline,180,180,0,100.00%,0.00%,3.09,3.29,4.94,7.28,1.02,7.47,0,0.864708
link-cut-30min,run-06-router,fault,1674,2,1672,0.12%,99.88%,2393.70,1127.43,3099.34,3112.46,0.92,300507.21,1,0.864708
link-cut-30min,run-06-router,after,185,185,0,100.00%,0.00%,2.88,2.99,4.56,7.92,0.85,8.83,0,0.864708
link-cut-30min,run-07-router,overall,2103,371,1732,17.64%,82.36%,1697.58,1090.21,3097.17,3676.88,0.96,300156.09,1,0.29526
link-cut-30min,run-07-router,baseline,179,179,0,100.00%,0.00%,2.90,2.97,4.65,5.82,1.06,6.24,0,0.29526
link-cut-30min,run-07-router,fault,1738,6,1732,0.35%,99.65%,2053.45,1154.80,3101.31,4421.63,0.96,300156.09,1,0.29526
link-cut-30min,run-07-router,after,186,186,0,100.00%,0.00%,3.21,3.36,4.98,7.79,0.98,8.36,0,0.29526
link-cut-30min,run-08-router,overall,2039,370,1669,18.15%,81.85%,1985.87,1088.17,3096.89,3120.72,0.83,300004.60,1,0.384889
link-cut-30min,run-08-router,baseline,179,179,0,100.00%,0.00%,3.08,3.42,4.51,5.58,1.07,6.13,0,0.384889
link-cut-30min,run-08-router,fault,1674,5,1669,0.30%,99.70%,2418.20,1128.58,3100.87,4042.19,0.83,300004.60,1,0.384889
link-cut-30min,run-08-router,after,186,186,0,100.00%,0.00%,3.07,3.17,4.65,7.81,1.07,8.09,0,0.384889
link-cut-30min,run-09-router,overall,2102,368,1734,17.51%,82.49%,1689.17,1089.37,3094.05,3110.21,0.84,300830.68,1,0.341532
link-cut-30min,run-09-router,baseline,180,180,0,100.00%,0.00%,3.30,3.41,5.40,8.00,1.02,9.17,0,0.341532
link-cut-30min,run-09-router,fault,1736,2,1734,0.12%,99.88%,2044.62,1151.05,3097.81,3113.41,0.84,300830.68,1,0.341532
link-cut-30min,run-09-router,after,186,186,0,100.00%,0.00%,3.18,3.46,4.62,6.04,0.96,6.17,0,0.341532
link-cut-30min,run-10-router,overall,2103,371,1732,17.64%,82.36%,1670.87,1089.74,3094.92,3111.58,0.86,300746.90,1,0.154956
link-cut-30min,run-10-router,baseline,180,180,0,100.00%,0.00%,3.05,3.15,4.79,5.19,1.01,5.30,0,0.154956
link-cut-30min,run-10-router,fault,1738,6,1732,0.35%,99.65%,2021.14,1129.57,3097.54,3112.06,0.86,300746.90,1,0.154956
link-cut-30min,run-10-router,after,185,185,0,100.00%,0.00%,2.99,3.23,4.62,5.30,1.09,6.82,0,0.154956
