scenario,run,phase,requests_total,success,failed,success_rate,error_rate,avg_ms,median_ms,p95_ms,p99_ms,min_ms,max_ms,timeouts,recovery_latency_s
packet-loss-10pct-async-limited,run-02-router,fault,599,599,0,100.00%,0.00%,32.83,3.85,213.20,418.87,0.98,830.05,0,0.894684
packet-loss-10pct-async-limited,run-02-router,after,180,180,0,100.00%,0.00%,3.33,3.51,5.05,5.76,1.10,7.42,0,0.894684
packet-loss-10pct-async-limited,run-03-router,overall,959,959,0,100.00%,0.00%,20.31,3.59,209.67,216.29,0.80,1667.65,0,0.758177
packet-loss-10pct-async-limited,run-03-router,baseline,180,180,0,100.00%,0.00%,3.38,3.69,5.19,6.53,1.07,6.65,0,0.758177
packet-loss-10pct-async-limited,run-03-router,fault,599,599,0,100.00%,0.00%,30.59,3.69,212.87,420.71,0.80,1667.65,0,0.758177
packet-loss-10pct-async-limited,run-03-router,after,180,180,0,100.00%,0.00%,3.01,2.96,4.98,7.09,0.98,7.55,0,0.758177
packet-loss-10pct-async-limited,run-04-router,overall,959,959,0,100.00%,0.00%,18.65,3.63,209.89,215.43,0.93,425.10,0,0.780815
packet-loss-10pct-async-limited,run-04-router,baseline,180,180,0,100.00%,0.00%,3.10,3.40,4.97,6.44,1.07,6.46,0,0.780815
packet-loss-10pct-async-limited,run-04-router,fault,599,599,0,100.00%,0.00%,27.58,3.83,211.91,419.10,0.93,425.10,0,0.780815
packet-loss-10pct-async-limited,run-04-router,after,180,180,0,100.00%,0.00%,4.49,3.45,5.47,12.82,1.07,209.54,0,0.780815
packet-loss-10pct-async-limited,run-05-router,overall,959,959,0,100.00%,0.00%,18.29,3.64,210.49,217.99,0.89,425.19,0,0.445058
packet-loss-10pct-async-limited,run-05-router,baseline,179,179,0,100.00%,0.00%,3.09,3.20,4.96,7.40,0.94,7.75,0,0.445058
packet-loss-10pct-async-limited,run-05-router,fault,600,600,0,100.00%,0.00%,27.37,3.88,213.64,416.22,0.89,425.19,0,0.445058
packet-loss-10pct-async-limited,run-05-router,after,180,180,0,100.00%,0.00%,3.14,3.34,4.86,6.14,1.12,6.94,0,0.445058
packet-loss-10pct-async-limited,run-06-router,overall,959,959,0,100.00%,0.00%,18.65,3.67,209.52,216.12,0.95,827.03,0,0.398538
packet-loss-10pct-async-limited,run-06-router,baseline,179,179,0,100.00%,0.00%,3.27,3.51,4.83,6.07,1.02,7.14,0,0.398538
packet-loss-10pct-async-limited,run-06-router,fault,600,600,0,100.00%,0.00%,27.79,3.71,212.61,419.45,0.98,827.03,0,0.398538
packet-loss-10pct-async-limited,run-06-router,after,180,180,0,100.00%,0.00%,3.51,3.73,5.03,6.37,0.95,10.85,0,0.398538
packet-loss-10pct-async-limited,run-07-router,overall,785,785,0,100.00%,0.00%,24.43,3.75,211.37,216.39,0.84,828.22,0,0.364049
packet-loss-10pct-async-limited,run-07-router,baseline,179,179,0,100.00%,0.00%,3.20,3.42,5.17,5.77,1.01,6.77,0,0.364049
packet-loss-10pct-async-limited,run-07-router,fault,600,600,0,100.00%,0.00%,30.97,3.83,212.45,218.17,0.84,828.22,0,0.364049
packet-loss-10pct-async-limited,run-07-router,after,6,6,0,100.00%,0.00%,3.08,3.55,4.70,4.70,1.12,4.70,0,0.364049
packet-loss-10pct-async-limited,run-08-router,overall,4,4,0,100.00%,0.00%,3.90,4.12,5.58,5.58,1.79,5.58,0,NA
packet-loss-10pct-async-limited,run-08-router,baseline,4,4,0,100.00%,0.00%,3.90,4.12,5.58,5.58,1.79,5.58,0,NA
packet-loss-10pct-async-limited,run-08-router,fault,0,0,0,NA,NA,,,,,,,,NA
packet-loss-10pct-async-limited,run-08-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-10pct-async-limited,run-09-router,overall,959,959,0,100.00%,0.00%,19.69,3.58,210.21,215.87,0.75,825.25,0,0.526793
packet-loss-10pct-async-limited,run-09-router,baseline,180,180,0,100.00%,0.00%,3.25,3.24,5.54,7.19,0.88,7.76,0,0.526793
packet-loss-10pct-async-limited,run-09-router,fault,599,599,0,100.00%,0.00%,29.58,3.73,212.18,221.51,0.75,825.25,0,0.526793
packet-loss-10pct-async-limited,run-09-router,after,180,180,0,100.00%,0.00%,3.25,3.34,5.22,8.20,1.03,8.72,0,0.526793
packet-loss-10pct-async-limited,run-10-router,overall,766,766,0,100.00%,0.00%,22.78,3.45,211.07,215.69,0.80,828.54,0,NA
packet-loss-10pct-async-limited,run-10-router,baseline,180,180,0,100.00%,0.00%,3.15,3.23,4.82,7.51,0.96,14.22,0,NA
packet-loss-10pct-async-limited,run-10-router,fault,586,586,0,100.00%,0.00%,28.81,3.50,211.84,217.90,0.80,828.54,0,NA
packet-loss-10pct-async-limited,run-10-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-50pct-async-limited,run-01-router,overall,725,725,0,100.00%,0.00%,417.80,7.48,1643.23,6404.09,0.97,26297.61,0,NA
packet-loss-50pct-async-limited,run-01-router,baseline,180,180,0,100.00%,0.00%,2.83,2.54,4.91,6.52,1.07,6.89,0,NA
packet-loss-50pct-async-limited,run-01-router,fault,545,545,0,100.00%,0.00%,554.85,210.25,3113.95,6422.51,0.97,26297.61,0,NA
packet-loss-50pct-async-limited,run-01-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-50pct-async-limited,run-02-router,overall,60,60,0,100.00%,0.00%,2.96,3.16,4.94,5.93,0.85,5.93,0,NA
packet-loss-50pct-async-limited,run-02-router,baseline,60,60,0,100.00%,0.00%,2.96,3.16,4.94,5.93,0.85,5.93,0,NA
packet-loss-50pct-async-limited,run-02-router,fault,0,0,0,NA,NA,,,,,,,,NA
packet-loss-50pct-async-limited,run-02-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-50pct-async-limited,run-03-router,overall,959,958,1,99.90%,0.10%,744.69,4.70,1486.56,6612.95,0.98,300888.35,1,0.6544
packet-loss-50pct-async-limited,run-03-router,baseline,180,180,0,100.00%,0.00%,2.98,2.73,5.01,6.51,1.01,7.47,0,0.6544
packet-loss-50pct-async-limited,run-03-router,fault,599,598,1,99.83%,0.17%,1190.36,210.68,2724.73,13277.64,1.03,300888.35,1,0.6544
packet-loss-50pct-async-limited,run-03-router,after,180,180,0,100.00%,0.00%,3.33,3.62,5.55,6.36,0.98,6.68,0,0.6544
packet-loss-50pct-async-limited,run-04-router,overall,959,959,0,100.00%,0.00%,440.87,4.77,1499.61,6392.59,0.92,52498.07,0,0.936787
packet-loss-50pct-async-limited,run-04-router,baseline,180,180,0,100.00%,0.00%,3.26,3.42,5.08,7.13,1.05,7.77,0,0.936787
packet-loss-50pct-async-limited,run-04-router,fault,599,599,0,100.00%,0.00%,703.56,209.86,3120.01,6585.38,0.92,52498.07,0,0.936787
packet-loss-50pct-async-limited,run-04-router,after,180,180,0,100.00%,0.00%,4.28,3.06,5.30,7.88,1.19,215.10,0,0.936787
packet-loss-50pct-async-limited,run-05-router,overall,324,324,0,100.00%,0.00%,3305.00,3.96,1433.87,6410.11,0.93,961542.17,0,NA
packet-loss-50pct-async-limited,run-05-router,baseline,180,180,0,100.00%,0.00%,3.09,2.97,5.15,6.11,0.93,6.82,0,NA
packet-loss-50pct-async-limited,run-05-router,fault,144,144,0,100.00%,0.00%,7432.39,209.97,3338.52,26378.40,0.95,961542.17,0,NA
packet-loss-50pct-async-limited,run-05-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-50pct-async-limited,run-06-router,overall,959,956,3,99.69%,0.31%,1340.12,4.71,1649.44,6585.93,0.81,300969.14,3,0.336663
packet-loss-50pct-async-limited,run-06-router,baseline,179,179,0,100.00%,0.00%,3.29,3.43,4.98,6.72,0.98,7.82,0,0.336663
packet-loss-50pct-async-limited,run-06-router,fault,600,597,3,99.50%,0.50%,2140.04,211.11,3130.75,26260.98,0.81,300969.14,3,0.336663
packet-loss-50pct-async-limited,run-06-router,after,180,180,0,100.00%,0.00%,3.10,3.24,5.41,6.33,0.99,8.93,0,0.336663
packet-loss-50pct-async-limited,run-07-router,overall,959,959,0,100.00%,0.00%,486.93,4.47,1649.20,6580.64,0.82,52438.68,0,0.383919
packet-loss-50pct-async-limited,run-07-router,baseline,179,179,0,100.00%,0.00%,3.05,3.16,4.98,5.97,0.82,8.02,0,0.383919
packet-loss-50pct-async-limited,run-07-router,fault,600,600,0,100.00%,0.00%,776.38,209.11,3132.20,13199.72,1.18,52438.68,0,0.383919
packet-loss-50pct-async-limited,run-07-router,after,180,180,0,100.00%,0.00%,3.29,3.48,5.03,6.68,1.07,7.34,0,0.383919
packet-loss-50pct-async-limited,run-08-router,overall,959,957,2,99.79%,0.21%,1119.58,4.87,1666.61,13215.69,0.98,300666.95,2,0.495533
packet-loss-50pct-async-limited,run-08-router,baseline,179,179,0,100.00%,0.00%,3.09,3.06,4.92,7.17,1.13,15.61,0,0.495533
packet-loss-50pct-async-limited,run-08-router,fault,600,598,2,99.67%,0.33%,1787.18,210.67,3268.24,26355.50,1.14,300666.95,2,0.495533
packet-loss-50pct-async-limited,run-08-router,after,180,180,0,100.00%,0.00%,4.54,3.67,5.15,7.36,0.98,209.08,0,0.495533
packet-loss-50pct-async-limited,run-09-router,overall,372,372,0,100.00%,0.00%,5974.83,4.04,1494.44,13178.52,0.91,1066658.98,0,NA
packet-loss-50pct-async-limited,run-09-router,baseline,179,179,0,100.00%,0.00%,3.19,3.43,4.86,6.54,0.95,8.94,0,NA
packet-loss-50pct-async-limited,run-09-router,fault,193,193,0,100.00%,0.00%,11513.30,211.25,6403.72,1015570.22,0.91,1066658.98,0,NA
packet-loss-50pct-async-limited,run-09-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-50pct-async-limited,run-10-router,overall,309,309,0,100.00%,0.00%,2857.95,3.47,627.30,6424.18,1.06,420499.30,0,NA
packet-loss-50pct-async-limited,run-10-router,baseline,180,180,0,100.00%,0.00%,2.77,2.43,4.76,9.02,1.20,9.32,0,NA
packet-loss-50pct-async-limited,run-10-router,fault,129,129,0,100.00%,0.00%,6841.92,209.01,2673.34,397006.05,1.06,420499.30,0,NA
packet-loss-50pct-async-limited,run-10-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-70pct-router-cleanup,run-01-router,overall,489,472,17,96.52%,3.48%,45879.56,209.90,52428.07,2595716.04,0.91,2596559.92,17,NA
packet-loss-70pct-router-cleanup,run-01-router,baseline,179,179,0,100.00%,0.00%,2.61,2.20,4.45,5.61,0.91,6.78,0,NA
packet-loss-70pct-router-cleanup,run-01-router,fault,310,293,17,94.52%,5.48%,72369.79,623.72,300729.44,2595745.44,1.16,2596559.92,17,NA
packet-loss-70pct-router-cleanup,run-01-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-70pct-router-cleanup,run-02-router,overall,687,671,16,97.67%,2.33%,8969.39,4.50,26507.17,300569.99,1.10,300996.08,16,0.187644
packet-loss-70pct-router-cleanup,run-02-router,baseline,179,179,0,100.00%,0.00%,3.40,3.57,5.07,6.65,1.10,7.11,0,0.187644
packet-loss-70pct-router-cleanup,run-02-router,fault,330,314,16,95.15%,4.85%,18669.22,630.24,55340.50,300633.12,1.24,300996.08,16,0.187644
packet-loss-70pct-router-cleanup,run-02-router,after,178,178,0,100.00%,0.00%,2.92,2.58,5.01,7.42,1.21,10.27,0,0.187644
packet-loss-70pct-router-cleanup,run-03-router,overall,821,806,15,98.17%,1.83%,6971.69,6.94,13316.92,300575.62,1.06,300938.73,15,0.729723
packet-loss-70pct-router-cleanup,run-03-router,baseline,179,179,0,100.00%,0.00%,3.49,3.68,5.22,6.21,1.10,7.29,0,0.729723
packet-loss-70pct-router-cleanup,run-03-router,fault,465,450,15,96.77%,3.23%,12306.69,621.17,26653.57,300724.23,1.17,300938.73,15,0.729723
packet-loss-70pct-router-cleanup,run-03-router,after,177,177,0,100.00%,0.00%,2.93,2.99,4.91,6.02,1.06,6.18,0,0.729723
packet-loss-70pct-router-cleanup,run-04-router,overall,577,559,18,96.88%,3.12%,11472.03,4.21,26893.69,300713.26,1.00,300971.29,18,31.724124
packet-loss-70pct-router-cleanup,run-04-router,baseline,179,179,0,100.00%,0.00%,3.23,3.48,4.89,5.70,1.10,7.10,0,31.724124
packet-loss-70pct-router-cleanup,run-04-router,fault,252,234,18,92.86%,7.14%,26263.25,635.84,300257.79,300802.41,1.84,300971.29,18,31.724124
packet-loss-70pct-router-cleanup,run-04-router,after,146,146,0,100.00%,0.00%,3.05,3.26,4.78,6.12,1.00,9.71,0,31.724124
packet-loss-70pct-router-cleanup,run-05-router,overall,746,729,17,97.72%,2.28%,8493.98,5.17,13330.04,300614.41,0.87,300999.50,17,0.138298
packet-loss-70pct-router-cleanup,run-05-router,baseline,179,179,0,100.00%,0.00%,3.45,3.50,5.29,6.54,0.89,7.21,0,0.138298
packet-loss-70pct-router-cleanup,run-05-router,fault,389,372,17,95.63%,4.37%,16286.19,624.88,52765.22,300798.90,1.02,300999.50,17,0.138298
packet-loss-70pct-router-cleanup,run-05-router,after,178,178,0,100.00%,0.00%,3.17,3.26,4.94,6.61,0.87,8.02,0,0.138298
packet-loss-70pct-router-cleanup,run-06-router,overall,792,780,12,98.48%,1.52%,6415.08,6.01,13277.02,300557.70,0.85,300945.16,12,0.049639
packet-loss-70pct-router-cleanup,run-06-router,baseline,179,179,0,100.00%,0.00%,3.13,3.27,4.98,6.92,0.85,7.88,0,0.049639
packet-loss-70pct-router-cleanup,run-06-router,fault,435,423,12,97.24%,2.76%,11677.42,627.01,33355.96,300718.15,1.26,300945.16,12,0.049639
packet-loss-70pct-router-cleanup,run-06-router,after,178,178,0,100.00%,0.00%,2.86,2.59,4.55,4.77,1.19,5.34,0,0.049639
packet-loss-70pct-router-cleanup,run-07-router,overall,402,395,7,98.26%,1.74%,45787.46,7.82,13747.61,1796908.63,1.07,2353414.99,7,NA
packet-loss-70pct-router-cleanup,run-07-router,baseline,179,179,0,100.00%,0.00%,3.05,2.68,5.06,7.38,1.07,10.41,0,NA
packet-loss-70pct-router-cleanup,run-07-router,fault,223,216,7,96.86%,3.14%,82538.17,626.48,503131.10,1797020.53,1.08,2353414.99,7,NA
packet-loss-70pct-router-cleanup,run-07-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-70pct-router-cleanup,run-08-router,overall,435,428,7,98.39%,1.61%,38333.16,8.61,13530.49,1306552.05,1.10,2241610.08,7,NA
packet-loss-70pct-router-cleanup,run-08-router,baseline,179,179,0,100.00%,0.00%,2.90,2.82,4.59,7.03,1.10,8.61,0,NA
packet-loss-70pct-router-cleanup,run-08-router,fault,256,249,7,97.27%,2.73%,65134.40,622.90,26899.05,2241204.30,1.77,2241610.08,7,NA
packet-loss-70pct-router-cleanup,run-08-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-70pct-router-cleanup,run-09-router,overall,426,416,10,97.65%,2.35%,35187.79,10.52,26640.70,1715513.13,0.90,2556702.76,10,NA
packet-loss-70pct-router-cleanup,run-09-router,baseline,180,180,0,100.00%,0.00%,3.13,3.29,4.89,5.62,0.90,7.93,0,NA
packet-loss-70pct-router-cleanup,run-09-router,fault,246,236,10,95.93%,4.07%,60932.67,624.17,66507.45,1715986.84,1.01,2556702.76,10,NA
packet-loss-70pct-router-cleanup,run-09-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-70pct-router-cleanup,run-10-router,overall,348,341,7,97.99%,2.01%,30730.67,4.54,26643.42,1057177.49,1.07,1057416.73,7,NA
packet-loss-70pct-router-cleanup,run-10-router,baseline,179,179,0,100.00%,0.00%,3.09,3.10,4.95,5.83,1.22,6.21,0,NA
packet-loss-70pct-router-cleanup,run-10-router,fault,169,162,7,95.86%,4.14%,63276.46,651.54,434946.16,1057274.02,1.07,1057416.73,7,NA
packet-loss-70pct-router-cleanup,run-10-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-100pct-safety-cleanup,run-01-router,overall,641,181,460,28.24%,71.76%,2522.92,1057.73,3092.39,69249.56,0.90,300740.48,1,NA
packet-loss-100pct-safety-cleanup,run-01-router,baseline,179,179,0,100.00%,0.00%,2.68,2.31,4.68,6.51,1.07,8.91,0,NA
packet-loss-100pct-safety-cleanup,run-01-router,fault,462,2,460,0.43%,99.57%,3499.38,1468.29,3102.38,70249.88,0.90,300740.48,1,NA
packet-loss-100pct-safety-cleanup,run-01-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-100pct-safety-cleanup,run-02-router,overall,956,420,536,43.93%,56.07%,1819.23,88.53,3086.84,68148.90,0.91,300398.90,1,0.255342
packet-loss-100pct-safety-cleanup,run-02-router,baseline,179,179,0,100.00%,0.00%,3.26,3.36,4.87,8.51,0.91,10.86,0,0.255342
packet-loss-100pct-safety-cleanup,run-02-router,fault,540,4,536,0.74%,99.26%,3218.18,1373.46,3105.79,70151.84,0.91,300398.90,1,0.255342
packet-loss-100pct-safety-cleanup,run-02-router,after,237,237,0,100.00%,0.00%,3.30,3.53,4.90,5.21,0.96,6.14,0,0.255342
packet-loss-100pct-safety-cleanup,run-03-router,overall,958,421,537,43.95%,56.05%,1813.76,89.90,3086.20,68055.92,0.90,300472.19,1,0.123008
packet-loss-100pct-safety-cleanup,run-03-router,baseline,180,180,0,100.00%,0.00%,3.45,3.71,4.96,5.87,1.08,7.08,0,0.123008
packet-loss-100pct-safety-cleanup,run-03-router,fault,540,3,537,0.56%,99.44%,3215.13,1388.66,3103.65,70059.79,0.90,300472.19,1,0.123008
packet-loss-100pct-safety-cleanup,run-03-router,after,238,238,0,100.00%,0.00%,3.30,3.58,5.12,6.19,1.01,7.88,0,0.123008
packet-loss-100pct-safety-cleanup,run-04-router,overall,973,421,552,43.27%,56.73%,1756.00,91.86,3083.95,37939.10,0.88,300556.06,1,0.485453
packet-loss-100pct-safety-cleanup,run-04-router,baseline,180,180,0,100.00%,0.00%,3.23,3.31,5.41,7.62,1.41,8.40,0,0.485453
packet-loss-100pct-safety-cleanup,run-04-router,fault,556,4,552,0.72%,99.28%,3070.53,1493.24,3104.18,69534.80,0.88,300556.06,1,0.485453
packet-loss-100pct-safety-cleanup,run-04-router,after,237,237,0,100.00%,0.00%,3.34,3.47,5.12,5.84,0.97,8.64,0,0.485453
packet-loss-100pct-safety-cleanup,run-05-router,overall,957,422,535,44.10%,55.90%,1804.61,85.27,3085.47,69030.36,0.82,300261.03,1,0.305587
packet-loss-100pct-safety-cleanup,run-05-router,baseline,179,179,0,100.00%,0.00%,3.19,3.26,4.99,9.31,0.86,12.01,0,0.305587
packet-loss-100pct-safety-cleanup,run-05-router,fault,540,5,535,0.93%,99.07%,3195.70,1261.98,3100.37,70099.12,0.82,300261.03,1,0.305587
packet-loss-100pct-safety-cleanup,run-05-router,after,238,238,0,100.00%,0.00%,3.20,3.37,4.97,7.66,1.06,10.36,0,0.305587
packet-loss-100pct-safety-cleanup,run-06-router,overall,682,181,501,26.54%,73.46%,3122.43,1062.27,3090.46,69316.81,1.04,468152.02,1,NA
packet-loss-100pct-safety-cleanup,run-06-router,baseline,179,179,0,100.00%,0.00%,3.39,3.67,5.16,6.62,1.04,9.00,0,NA
packet-loss-100pct-safety-cleanup,run-06-router,fault,503,2,501,0.40%,99.60%,4232.39,1427.43,3100.03,69385.05,1.04,468152.02,1,NA
packet-loss-100pct-safety-cleanup,run-06-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-100pct-safety-cleanup,run-07-router,overall,956,422,534,44.14%,55.86%,1800.60,88.00,3084.62,68459.68,0.88,300067.76,1,0.944261
packet-loss-100pct-safety-cleanup,run-07-router,baseline,180,180,0,100.00%,0.00%,3.39,3.52,5.00,5.95,1.05,6.98,0,0.944261
packet-loss-100pct-safety-cleanup,run-07-router,fault,539,5,534,0.93%,99.07%,3191.16,1294.59,3101.21,70103.02,0.88,300067.76,1,0.944261
packet-loss-100pct-safety-cleanup,run-07-router,after,237,237,0,100.00%,0.00%,3.08,3.34,4.93,7.05,0.92,8.04,0,0.944261
packet-loss-100pct-safety-cleanup,run-08-router,overall,973,421,552,43.27%,56.73%,1758.16,91.62,3087.17,37999.45,0.96,300855.11,1,0.302112
packet-loss-100pct-safety-cleanup,run-08-router,baseline,180,180,0,100.00%,0.00%,3.08,3.27,4.74,7.25,1.01,8.40,0,0.302112
packet-loss-100pct-safety-cleanup,run-08-router,fault,556,4,552,0.72%,99.28%,3074.38,1591.40,3103.25,69591.25,1.02,300855.11,1,0.302112
packet-loss-100pct-safety-cleanup,run-08-router,after,237,237,0,100.00%,0.00%,3.30,3.54,4.79,5.72,0.96,8.11,0,0.302112
packet-loss-100pct-safety-cleanup,run-09-router,overall,427,181,246,42.39%,57.61%,9485.88,127.62,3092.65,70474.82,0.90,925104.57,1,NA
packet-loss-100pct-safety-cleanup,run-09-router,baseline,180,180,0,100.00%,0.00%,3.33,3.57,4.95,6.27,1.19,9.87,0,NA
packet-loss-100pct-safety-cleanup,run-09-router,fault,247,1,246,0.40%,99.60%,16396.25,1571.11,68341.93,923099.29,0.90,925104.57,1,NA
packet-loss-100pct-safety-cleanup,run-09-router,after,0,0,0,NA,NA,,,,,,,,NA
packet-loss-100pct-safety-cleanup,run-10-router,overall,989,420,569,42.47%,57.53%,1508.24,94.88,3086.29,35698.04,0.85,300198.30,1,0.760295
packet-loss-100pct-safety-cleanup,run-10-router,baseline,180,180,0,100.00%,0.00%,2.96,3.13,4.74,5.37,1.06,11.40,0,0.760295
packet-loss-100pct-safety-cleanup,run-10-router,fault,572,3,569,0.52%,99.48%,2605.53,1390.21,3099.90,37702.18,1.01,300198.30,1,0.760295
packet-loss-100pct-safety-cleanup,run-10-router,after,237,237,0,100.00%,0.00%,3.19,3.52,4.82,5.56,0.85,7.17,0,0.760295
link-cut-1s,run-01-router,overall,421,421,0,100.00%,0.00%,3.32,2.56,4.87,7.40,0.83,209.11,0,0.595425
link-cut-1s,run-01-router,baseline,180,180,0,100.00%,0.00%,2.74,2.16,5.33,7.42,0.83,9.39,0,0.595425
link-cut-1s,run-01-router,fault,3,3,0,100.00%,0.00%,71.28,3.71,209.11,209.11,1.03,209.11,0,0.595425
link-cut-1s,run-01-router,after,238,238,0,100.00%,0.00%,2.90,3.05,4.33,5.10,1.02,9.19,0,0.595425
link-cut-1s,run-02-router,overall,296,296,0,100.00%,0.00%,3.60,3.00,4.29,5.64,0.85,204.94,0,0.506742
link-cut-1s,run-02-router,baseline,180,180,0,100.00%,0.00%,2.87,2.95,3.88,5.21,1.33,5.24,0,0.506742
link-cut-1s,run-02-router,fault,3,3,0,100.00%,0.00%,69.77,3.20,204.94,204.94,1.16,204.94,0,0.506742
link-cut-1s,run-02-router,after,113,113,0,100.00%,0.00%,3.01,3.32,4.67,5.64,0.85,6.11,0,0.506742
link-cut-1s,run-03-router,overall,421,421,0,100.00%,0.00%,3.46,2.98,4.13,6.12,0.97,209.93,0,0.018425
link-cut-1s,run-03-router,baseline,179,179,0,100.00%,0.00%,2.96,2.96,4.35,6.12,1.04,6.59,0,0.018425
link-cut-1s,run-03-router,fault,4,4,0,100.00%,0.00%,54.50,3.52,209.93,209.93,1.01,209.93,0,0.018425
link-cut-1s,run-03-router,after,238,238,0,100.00%,0.00%,2.98,2.98,3.81,4.93,0.97,17.05,0,0.018425
link-cut-1s,run-04-router,overall,107,107,0,100.00%,0.00%,3.07,3.18,4.97,6.65,0.96,7.22,0,NA
link-cut-1s,run-04-router,baseline,107,107,0,100.00%,0.00%,3.07,3.18,4.97,6.65,0.96,7.22,0,NA
link-cut-1s,run-04-router,fault,0,0,0,NA,NA,,,,,,,,NA
link-cut-1s,run-04-router,after,0,0,0,NA,NA,,,,,,,,NA
link-cut-1s,run-05-router,overall,421,421,0,100.00%,0.00%,3.63,3.35,4.90,6.00,0.84,212.21,0,0.467112
link-cut-1s,run-05-router,baseline,180,180,0,100.00%,0.00%,2.92,3.11,4.65,5.38,0.84,5.81,0,0.467112
link-cut-1s,run-05-router,fault,3,3,0,100.00%,0.00%,71.63,1.72,212.21,212.21,0.95,212.21,0,0.467112
link-cut-1s,run-05-router,after,238,238,0,100.00%,0.00%,3.31,3.51,5.15,6.03,0.98,9.74,0,0.467112
link-cut-1s,run-06-router,overall,26,26,0,100.00%,0.00%,2.79,1.94,4.60,12.07,0.88,12.07,0,NA
link-cut-1s,run-06-router,baseline,26,26,0,100.00%,0.00%,2.79,1.94,4.60,12.07,0.88,12.07,0,NA
link-cut-1s,run-06-router,fault,0,0,0,NA,NA,,,,,,,,NA
link-cut-1s,run-06-router,after,0,0,0,NA,NA,,,,,,,,NA
link-cut-1s,run-07-router,overall,421,421,0,100.00%,0.00%,3.46,2.70,5.01,6.27,0.96,206.20,0,0.024445
link-cut-1s,run-07-router,baseline,179,179,0,100.00%,0.00%,2.92,2.31,4.88,6.19,1.02,8.09,0,0.024445
link-cut-1s,run-07-router,fault,4,4,0,100.00%,0.00%,52.92,2.26,206.20,206.20,0.96,206.20,0,0.024445
link-cut-1s,run-07-router,after,238,238,0,100.00%,0.00%,3.03,2.99,5.17,6.27,1.05,11.43,0,0.024445
link-cut-1s,run-08-router,overall,131,131,0,100.00%,0.00%,2.88,3.09,4.50,5.10,0.81,5.28,0,NA
link-cut-1s,run-08-router,baseline,131,131,0,100.00%,0.00%,2.88,3.09,4.50,5.10,0.81,5.28,0,NA
link-cut-1s,run-08-router,fault,0,0,0,NA,NA,,,,,,,,NA
link-cut-1s,run-08-router,after,0,0,0,NA,NA,,,,,,,,NA
link-cut-1s,run-09-router,overall,360,360,0,100.00%,0.00%,3.61,3.30,4.78,5.87,0.94,206.44,0,0.743823
link-cut-1s,run-09-router,baseline,180,180,0,100.00%,0.00%,2.94,3.07,4.55,5.28,0.94,5.57,0,0.743823
link-cut-1s,run-09-router,fault,4,4,0,100.00%,0.00%,53.27,2.75,206.44,206.44,1.13,206.44,0,0.743823
link-cut-1s,run-09-router,after,176,176,0,100.00%,0.00%,3.18,3.43,4.82,5.96,1.13,6.81,0,0.743823
link-cut-1s,run-10-router,overall,49,49,0,100.00%,0.00%,3.03,2.24,5.27,10.07,1.00,10.07,0,NA
link-cut-1s,run-10-router,baseline,49,49,0,100.00%,0.00%,3.03,2.24,5.27,10.07,1.00,10.07,0,NA
link-cut-1s,run-10-router,fault,0,0,0,NA,NA,,,,,,,,NA
link-cut-1s,run-10-router,after,0,0,0,NA,NA,,,,,,,,NA
link-cut-1min,run-01-router,overall,374,374,0,100.00%,0.00%,1811.72,2.73,5.26,68076.24,0.96,68142.41,0,3.142
link-cut-1min,run-01-router,baseline,179,179,0,100.00%,0.00%,2.83,2.55,4.83,6.92,1.07,10.21,0,3.142
link-cut-1min,run-01-router,fault,12,12,0,100.00%,0.00%,56376.52,68021.50,68142.41,68142.41,1.05,68142.41,0,3.142
link-cut-1min,run-01-router,after,183,183,0,100.00%,0.00%,3.04,2.92,4.79,7.38,0.96,8.39,0,3.142
link-cut-1min,run-02-router,overall,296,296,0,100.00%,0.00%,33403.25,3.38,5.81,989128.14,0.92,989165.33,0,3.084916
link-cut-1min,run-02-router,baseline,179,179,0,100.00%,0.00%,3.12,3.37,4.75,5.45,0.98,5.82,0,3.084916
link-cut-1min,run-02-router,fault,12,12,0,100.00%,0.00%,823871.66,989048.56,989165.33,989165.33,0.92,989165.33,0,3.084916
link-cut-1min,run-02-router,after,105,105,0,100.00%,0.00%,3.26,3.28,5.67,8.81,1.08,11.78,0,3.084916
link-cut-1min,run-03-router,overall,392,377,15,96.17%,3.83%,1563.00,3.54,1070.02,67980.32,0.97,68050.32,0,0.270101
link-cut-1min,run-03-router,baseline,180,180,0,100.00%,0.00%,3.30,3.57,5.18,5.92,1.06,8.12,0,0.270101
