NAMESPACE     LAST SEEN   TYPE      REASON                           OBJECT                               MESSAGE
kube-system   17h         Normal    UpdatedLoadBalancer              service/traefik                      Updated LoadBalancer with new IPs: [192.168.228.129 192.168.228.130 192.168.228.131 192.168.228.132 192.168.228.133] -> [192.168.228.129 192.168.228.130 192.168.228.131 192.168.228.132 192.168.228.133]
testapp       39m         Normal    ScalingReplicaSet                deployment/nginx-test                Scaled up replica set nginx-test-7976d45f7d from 0 to 1
testapp       39m         Normal    Pulled                           pod/nginx-test-7976d45f7d-jx5bm      Container image "nginx:stable" already present on machine and can be accessed by the pod
testapp       39m         Warning   FailedCreate                     replicaset/nginx-test-7976d45f7d     Error creating: Unauthorized
testapp       39m         Normal    Scheduled                        pod/nginx-test-7976d45f7d-jx5bm      Successfully assigned testapp/nginx-test-7976d45f7d-jx5bm to k3s-s1
testapp       39m         Normal    Started                          pod/nginx-test-7976d45f7d-jx5bm      Container started
testapp       39m         Warning   ReplicaSetCreateError            deployment/nginx-test                Failed to create new replica set "nginx-test-7976d45f7d": Unauthorized
testapp       39m         Normal    SuccessfulCreate                 replicaset/nginx-test-7976d45f7d     Created pod: nginx-test-7976d45f7d-jx5bm
testapp       39m         Normal    Created                          pod/nginx-test-7976d45f7d-jx5bm      Container created
testapp       39m         Normal    Scheduled                        pod/nginx-test-7976d45f7d-82g9t      Successfully assigned testapp/nginx-test-7976d45f7d-82g9t to k3s-s2
testapp       39m         Warning   FailedToUpdateEndpoint           endpoints/nginx-service              Failed to update endpoint testapp/nginx-service: Unauthorized
testapp       39m         Normal    Killing                          pod/nginx-test-54db47f9bb-wndrd      Stopping container nginx
testapp       39m         Normal    Created                          pod/nginx-test-7976d45f7d-82g9t      Container created
testapp       39m         Normal    ScalingReplicaSet                deployment/nginx-test                Scaled up replica set nginx-test-7976d45f7d from 1 to 2
testapp       39m         Normal    ScalingReplicaSet                deployment/nginx-test                Scaled down replica set nginx-test-54db47f9bb from 3 to 2
