NAMESPACE     LAST SEEN   TYPE      REASON                           OBJECT                             MESSAGE
kube-system   17h         Normal    UpdatedLoadBalancer              service/traefik                    Updated LoadBalancer with new IPs: [192.168.228.129 192.168.228.130 192.168.228.131 192.168.228.132 192.168.228.133] -> [192.168.228.129 192.168.228.130 192.168.228.131 192.168.228.132 192.168.228.133]
testapp       29m         Normal    Scheduled                        pod/nginx-test-7976d45f7d-jx5bm    Successfully assigned testapp/nginx-test-7976d45f7d-jx5bm to k3s-s1
testapp       29m         Warning   FailedCreate                     replicaset/nginx-test-7976d45f7d   Error creating: Unauthorized
testapp       29m         Normal    Pulled                           pod/nginx-test-7976d45f7d-jx5bm    Container image "nginx:stable" already present on machine and can be accessed by the pod
testapp       29m         Normal    SuccessfulCreate                 replicaset/nginx-test-7976d45f7d   Created pod: nginx-test-7976d45f7d-jx5bm
testapp       29m         Normal    Created                          pod/nginx-test-7976d45f7d-jx5bm    Container created
testapp       29m         Normal    ScalingReplicaSet                deployment/nginx-test              Scaled up replica set nginx-test-7976d45f7d from 0 to 1
testapp       29m         Warning   ReplicaSetCreateError            deployment/nginx-test              Failed to create new replica set "nginx-test-7976d45f7d": Unauthorized
testapp       29m         Normal    Started                          pod/nginx-test-7976d45f7d-jx5bm    Container started
testapp       29m         Warning   FailedToUpdateEndpointSlices     service/nginx-service              Error updating Endpoint Slices for Service testapp/nginx-service: failed to update nginx-service-frpd6 EndpointSlice for Service testapp/nginx-service: Unauthorized
testapp       29m         Normal    SuccessfulCreate                 replicaset/nginx-test-7976d45f7d   Created pod: nginx-test-7976d45f7d-82g9t
testapp       29m         Normal    ScalingReplicaSet                deployment/nginx-test              Scaled up replica set nginx-test-7976d45f7d from 1 to 2
testapp       29m         Normal    SuccessfulDelete                 replicaset/nginx-test-54db47f9bb   Deleted pod: nginx-test-54db47f9bb-wndrd
testapp       29m         Normal    ScalingReplicaSet                deployment/nginx-test              Scaled down replica set nginx-test-54db47f9bb from 3 to 2
testapp       29m         Normal    Killing                          pod/nginx-test-54db47f9bb-wndrd    Stopping container nginx
testapp       29m         Normal    Started                          pod/nginx-test-7976d45f7d-82g9t    Container started
testapp       29m         Warning   FailedToUpdateEndpoint           endpoints/nginx-service            Failed to update endpoint testapp/nginx-service: Unauthorized
testapp       29m         Normal    Scheduled                        pod/nginx-test-7976d45f7d-82g9t    Successfully assigned testapp/nginx-test-7976d45f7d-82g9t to k3s-s2
testapp       29m         Normal    Pulled                           pod/nginx-test-7976d45f7d-82g9t    Container image "nginx:stable" already present on machine and can be accessed by the pod
testapp       29m         Normal    Created                          pod/nginx-test-7976d45f7d-82g9t    Container created
testapp       29m         Normal    Started                          pod/nginx-test-7976d45f7d-jvhkm    Container started
testapp       29m         Normal    Scheduled                        pod/nginx-test-7976d45f7d-jvhkm    Successfully assigned testapp/nginx-test-7976d45f7d-jvhkm to k3s-w2
testapp       29m         Normal    Pulled                           pod/nginx-test-7976d45f7d-jvhkm    Container image "nginx:stable" already present on machine and can be accessed by the pod
testapp       29m         Normal    Created                          pod/nginx-test-7976d45f7d-jvhkm    Container created
testapp       29m         Normal    SuccessfulDelete                 replicaset/nginx-test-54db47f9bb   Deleted pod: nginx-test-54db47f9bb-4hv7l
testapp       29m         Normal    SuccessfulCreate                 replicaset/nginx-test-7976d45f7d   Created pod: nginx-test-7976d45f7d-jvhkm
testapp       29m         Normal    ScalingReplicaSet                deployment/nginx-test              Scaled down replica set nginx-test-54db47f9bb from 2 to 1
testapp       29m         Normal    Killing                          pod/nginx-test-54db47f9bb-4hv7l    Stopping container nginx
testapp       29m         Normal    ScalingReplicaSet                deployment/nginx-test              Scaled up replica set nginx-test-7976d45f7d from 2 to 3
testapp       29m         Normal    SuccessfulDelete                 replicaset/nginx-test-54db47f9bb   Deleted pod: nginx-test-54db47f9bb-szr5w
testapp       29m         Normal    Killing                          pod/nginx-test-54db47f9bb-szr5w    Stopping container nginx
testapp       29m         Normal    ScalingReplicaSet                deployment/nginx-test              Scaled down replica set nginx-test-54db47f9bb from 1 to 0
kube-system   25m         Normal    UpdatedLoadBalancer              service/traefik                    Updated LoadBalancer with new IPs: [192.168.228.129 192.168.228.130 192.168.228.131 192.168.228.132 192.168.228.133] -> [192.168.228.129 192.168.228.131 192.168.228.132 192.168.228.133]
kube-system   25m         Warning   NodeNotReady                     pod/svclb-traefik-405c6267-qjd7p   Node is not ready
testapp       25m         Warning   NodeNotReady                     pod/nginx-test-7976d45f7d-82g9t    Node is not ready
default       25m         Normal    NodeNotReady                     node/k3s-s2                        Node k3s-s2 status is now: NodeNotReady
testapp       20m         Normal    SuccessfulCreate                 replicaset/nginx-test-7976d45f7d   Created pod: nginx-test-7976d45f7d-qmbgp
testapp       20m         Normal    TaintManagerEviction             pod/nginx-test-7976d45f7d-82g9t    Marking for deletion Pod testapp/nginx-test-7976d45f7d-82g9t
testapp       20m         Normal    Scheduled                        pod/nginx-test-7976d45f7d-qmbgp    Successfully assigned testapp/nginx-test-7976d45f7d-qmbgp to k3s-s3
testapp       20m         Normal    Pulled                           pod/nginx-test-7976d45f7d-qmbgp    Container image "nginx:stable" already present on machine and can be accessed by the pod
testapp       20m         Normal    Created                          pod/nginx-test-7976d45f7d-qmbgp    Container created
testapp       20m         Normal    Started                          pod/nginx-test-7976d45f7d-qmbgp    Container started
default       18m         Normal    NodeHasSufficientMemory          node/k3s-s2                        Node k3s-s2 status is now: NodeHasSufficientMemory
default       18m         Warning   Rebooted                         node/k3s-s2                        Node k3s-s2 has been rebooted, boot id: 924e8b91-844c-486a-b791-553b0d6d149d
default       18m         Normal    NodeReady                        node/k3s-s2                        Node k3s-s2 status is now: NodeReady
default       18m         Normal    NodeAllocatableEnforced          node/k3s-s2                        Updated Node Allocatable limit across pods
default       18m         Normal    Starting                         node/k3s-s2                        
default       18m         Normal    NodeHasSufficientPID             node/k3s-s2                        Node k3s-s2 status is now: NodeHasSufficientPID
default       18m         Normal    NodeHasNoDiskPressure            node/k3s-s2                        Node k3s-s2 status is now: NodeHasNoDiskPressure
default       18m         Normal    Starting                         node/k3s-s2                        Starting kubelet.
default       18m         Normal    CertificateExpirationOK          node/k3s-s2                        Node and Certificate Authority certificates managed by k3s are OK
kube-system   18m         Normal    ApplyingManifest                 addon/local-storage                Applying manifest at "/var/lib/rancher/k3s/server/manifests/local-storage.yaml"
testapp       18m         Warning   FailedMount                      pod/nginx-test-7976d45f7d-82g9t    MountVolume.SetUp failed for volume "kube-api-access-8t9p7" : object "testapp"/"kube-root-ca.crt" not registered
kube-system   17m         Normal    SandboxChanged                   pod/svclb-traefik-405c6267-qjd7p   Pod sandbox changed, it will be killed and re-created.
kube-system   18m         Warning   FailedCreatePodSandBox           pod/svclb-traefik-405c6267-qjd7p   Failed to create pod sandbox: rpc error: code = Unknown desc = failed to setup network for sandbox "b39b4577636b27b66e1658f225122d82ca6e1d8d5a2b80423fe3ad2fcb297493": plugin type="flannel" failed (add): failed to load flannel 'subnet.env' file: open /run/flannel/subnet.env: no such file or directory. Check the flannel pod log for this node.
kube-system   18m         Normal    ApplyingManifest                 addon/aggregated-metrics-reader    Applying manifest at "/var/lib/rancher/k3s/server/manifests/metrics-server/aggregated-metrics-reader.yaml"
kube-system   18m         Normal    ApplyingManifest                 addon/ccm                          Applying manifest at "/var/lib/rancher/k3s/server/manifests/ccm.yaml"
